at_vs,Opponent,League,GS,CG,SHO,GF,SV,IP,H,BFP,HR,R,ER,BB,IB,SO,SH,SF,WP,HBP,BK,2B,3B,GDP,ROE,W,L,ERA,Date,dblhead_num
VS,COL,N,0,0,0,0,0,2,2,9,1,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13.50,8-12-1995,
VS,FLA,N,1,0,0,0,0,4.2,3,20,0,2,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,6.75,8-14-1995,
AT,STL,N,0,0,0,0,0,2,2,7,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,6.23,8-19-1995,
VS,HOU,N,0,0,0,1,0,2,3,10,1,2,2,0,0,1,1,0,0,1,0,1,0,0,0,0,1,6.75,8-29-1995,
AT,NY,A,0,0,0,0,0,0,3,4,0,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,INF,9- 8-1995,
VS,DET,A,1,0,0,0,0,3.1,8,20,1,7,4,2,0,1,0,0,0,0,0,2,0,2,2,0,1,18.90,9-25-1995,
