at_vs,Opponent,League,GS,CG,SHO,GF,SV,IP,H,BFP,HR,R,ER,BB,IB,SO,SH,SF,WP,HBP,BK,2B,3B,GDP,ROE,W,L,ERA,Date,dblhead_num
AT,PHI,N,0,0,0,0,0,2,1,9,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0.00,9-10-2005,
VS,PHI,N,0,0,0,0,0,1,3,9,0,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,9.00,9-16-2005,
AT,ATL,N,0,0,0,0,0,4,3,14,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,3.86,9-24-2005,
VS,ATL,N,1,0,0,0,0,5.1,4,23,0,2,2,4,0,7,1,0,0,1,0,0,0,1,0,0,0,3.65,9-30-2005,
AT,HOU,N,0,0,0,0,0,1.2,3,9,0,1,1,2,0,3,0,0,0,0,0,1,0,0,0,0,1,5.40,4- 3-2006,
VS,SD,N,0,0,0,0,0,1,1,6,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,3.38,4-11-2006,
VS,SD,N,0,0,0,0,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.45,4-13-2006,
VS,WAS,N,0,0,0,0,0,2,0,8,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1.59,4-15-2006,
AT,CIN,N,0,0,0,0,0,3,0,10,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,1.04,4-18-2006,
AT,CHI,N,0,0,0,1,0,1,2,7,1,4,4,1,0,2,0,0,0,0,0,0,0,0,1,0,1,4.66,4-24-2006,
VS,COL,N,0,0,0,0,0,2,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.86,4-28-2006,
AT,WAS,N,1,0,0,0,0,5,1,19,0,2,2,3,0,4,0,0,0,0,0,1,0,0,0,1,0,3.78,5- 4-2006,
VS,ATL,N,1,0,0,0,0,6,4,23,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,2.78,5-10-2006,
AT,ATL,N,1,0,0,0,0,5,7,24,0,2,2,3,0,6,0,0,0,0,0,1,0,0,0,0,0,2.93,5-15-2006,
AT,TB,A,1,0,0,0,0,6.2,5,28,0,2,1,2,0,4,0,0,1,1,0,0,0,0,0,0,0,2.62,5-20-2006,
VS,NY,N,1,0,0,0,0,7,2,24,0,1,0,2,0,8,0,0,0,0,0,0,0,0,0,1,0,2.18,5-26-2006,
VS,SF,N,1,0,0,0,0,7,7,27,1,3,3,1,1,5,0,0,0,0,0,1,1,1,0,0,1,2.42,5-31-2006,
AT,SF,N,1,0,0,0,0,7,5,29,0,2,0,4,1,6,1,0,1,0,0,3,0,2,1,0,1,2.11,6- 6-2006,
VS,ATL,N,1,0,0,0,0,6,7,26,0,1,1,2,1,7,0,0,1,0,0,1,0,1,0,1,0,2.05,6-13-2006,
VS,TOR,A,1,0,0,0,0,5.2,8,31,0,1,1,6,1,5,0,0,0,0,1,1,0,1,1,1,0,2.01,6-18-2006,
VS,TB,A,1,0,0,0,0,6.2,8,28,1,3,3,1,0,5,1,0,0,0,0,1,1,1,0,1,0,2.20,6-26-2006,
VS,BOS,A,1,0,0,0,0,7,4,25,3,3,3,4,0,5,0,0,0,0,0,0,0,2,0,0,0,2.34,7- 2-2006,
AT,NY,N,1,0,0,0,0,5,2,23,0,2,0,5,0,5,0,0,0,1,0,0,0,0,1,1,0,2.21,7- 8-2006,1
VS,HOU,N,1,0,0,0,0,5,6,24,1,4,4,4,1,6,2,0,0,0,0,0,0,0,0,0,1,2.48,7-15-2006,
VS,PIT,N,1,0,0,0,0,7,4,27,1,2,2,2,0,6,1,0,0,0,0,1,0,1,1,0,0,2.49,7-20-2006,
