at_vs,Opponent,League,GS,CG,SHO,GF,SV,IP,H,BFP,HR,R,ER,BB,IB,SO,SH,SF,WP,HBP,BK,2B,3B,GDP,ROE,W,L,ERA,Date,dblhead_num
AT,CIN,N,0,0,0,0,0,3,2,13,0,2,2,1,1,2,0,0,0,1,0,2,0,0,0,1,0,6.00,9- 5-2015,2
AT,MIA,N,1,0,0,0,0,5,3,21,0,2,2,4,0,4,0,0,0,0,0,0,1,1,0,0,0,4.50,9- 9-2015,
VS,STL,N,1,0,0,0,0,5,4,22,0,1,1,3,0,5,0,0,0,0,0,3,0,0,0,0,0,3.46,9-15-2015,
VS,CIN,N,1,0,0,0,0,5,4,22,1,2,2,3,0,5,0,0,0,0,0,0,0,0,0,1,0,3.50,9-20-2015,
AT,STL,N,1,0,0,0,0,5,6,21,0,3,3,1,0,5,2,1,1,0,0,2,0,0,0,0,0,3.91,9-25-2015,
VS,CHI,N,1,0,0,0,0,4.1,5,21,1,4,3,2,1,6,0,0,1,1,0,3,0,1,1,0,1,4.28,10- 2-2015,
VS,SF,N,0,0,0,0,0,1.2,5,11,3,5,5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,27.00,4- 4-2016,
