at_vs,Opponent,League,GS,CG,SHO,GF,SV,IP,H,BFP,HR,R,ER,BB,IB,SO,SH,SF,WP,HBP,BK,2B,3B,GDP,ROE,W,L,ERA,Date,dblhead_num
VS,BOS,A,1,1,1,0,0,9,5,32,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0.00,9-23-1964,
AT,BOS,A,1,0,0,0,0,4,8,23,0,4,3,3,0,1,0,0,0,0,0,0,0,0,1,0,1,2.08,10- 3-1964,
