Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Mar 28, 2019",@ Miami,REG,W,6-3,-131,O,7.5,COL,2019,20190328,1,0.5670995670995671,0
"Mar 29, 2019",@ Miami,REG,W,6-1,-155,P,7.0,COL,2019,20190329,2,0.607843137254902,0
"Mar 30, 2019",@ Miami,REG,L,7-3,-125,O,7.5,COL,2019,20190330,3,0.5555555555555556,0
"Mar 31, 2019",@ Miami,REG,L,3-0,-150,U,7.5,COL,2019,20190331,4,0.6,0
"Apr 1, 2019",@ Tampa Bay,REG,L,7-1,135,U,8.5,COL,2019,20190401,5,0.425531914893617,0
"Apr 2, 2019",@ Tampa Bay,REG,L,4-0,155,U,7.0,COL,2019,20190402,6,0.39215686274509803,0
"Apr 3, 2019",@ Tampa Bay,REG,W,1-0,114,U,6.5,COL,2019,20190403,7,0.4672897196261682,0
"Apr 5, 2019",vs LA Dodgers,REG,L,10-6,120,O,11.0,COL,2019,20190405,8,0.45454545454545453,0
"Apr 6, 2019",vs LA Dodgers,REG,L,7-2,105,U,10.0,COL,2019,20190406,9,0.4878048780487805,0
"Apr 7, 2019",vs LA Dodgers,REG,L,12-6,150,O,11.5,COL,2019,20190407,10,0.4,0
"Apr 8, 2019",vs Atlanta,REG,L,8-6,-110,O,10.5,COL,2019,20190408,11,0.5238095238095238,0
"Apr 9, 2019",vs Atlanta,REG,L,7-1,-106,U,10.5,COL,2019,20190409,12,0.5145631067961165,0
"Apr 11, 2019",@ San Francisco,REG,L,1-0,-109,U,7.5,COL,2019,20190411,13,0.5215311004784688,0
"Apr 12, 2019",@ San Francisco,REG,L,3-2,129,U,7.5,COL,2019,20190412,14,0.4366812227074236,0
"Apr 13, 2019",@ San Francisco,REG,L,5-2,105,P,7.0,COL,2019,20190413,15,0.4878048780487805,0
"Apr 14, 2019",@ San Francisco,REG,W,4-0,-115,U,7.0,COL,2019,20190414,16,0.5348837209302326,0
"Apr 15, 2019",@ San Diego,REG,W,5-2,150,U,7.5,COL,2019,20190415,17,0.4,0
"Apr 16, 2019",@ San Diego,REG,W,8-2,-101,O,7.5,COL,2019,20190416,18,0.5024875621890548,0
"Apr 18, 2019",vs Philadelphia,REG,W,6-2,-119,U,11.0,COL,2019,20190418,19,0.54337899543379,0
"Apr 19, 2019",vs Philadelphia,REG,W,4-3,-144,U,10.5,COL,2019,20190419,20,0.5901639344262295,0
"Apr 20, 2019",vs Philadelphia,REG,L,8-5,128,O,10.5,COL,2019,20190420,21,0.43859649122807015,0
"Apr 21, 2019",vs Philadelphia,REG,W,4-1,-145,U,11.0,COL,2019,20190421,22,0.5918367346938775,0
"Apr 22, 2019",vs Washington,REG,W,7-5,-125,O,11.0,COL,2019,20190422,23,0.5555555555555556,0
"Apr 23, 2019",vs Washington,REG,L,6-3,143,U,11.0,COL,2019,20190423,24,0.411522633744856,0
"Apr 24, 2019",vs Washington,REG,W,9-5,-167,O,10.5,COL,2019,20190424,25,0.6254681647940075,0
"Apr 26, 2019",@ Atlanta,REG,W,8-4,148,O,8.5,COL,2019,20190426,26,0.4032258064516129,0
"Apr 27, 2019",@ Atlanta,REG,W,9-5,100,O,8.5,COL,2019,20190427,27,0.5,0
"Apr 28, 2019",@ Atlanta,REG,L,8-7,155,O,9.5,COL,2019,20190428,28,0.39215686274509803,0
"Apr 29, 2019",@ Milwaukee,REG,L,5-1,-102,U,9.0,COL,2019,20190429,29,0.504950495049505,0
"Apr 30, 2019",@ Milwaukee,REG,L,4-3,-110,U,8.0,COL,2019,20190430,30,0.5238095238095238,0
"May 1, 2019",@ Milwaukee,REG,W,11-4,137,O,8.5,COL,2019,20190501,31,0.4219409282700422,0
"May 2, 2019",@ Milwaukee,REG,W,11-6,105,O,8.5,COL,2019,20190502,32,0.4878048780487805,0
"May 3, 2019",vs Arizona,REG,L,10-9,-107,O,11.0,COL,2019,20190503,33,0.5169082125603865,0
"May 4, 2019",vs Arizona,REG,L,9-2,-130,O,10.5,COL,2019,20190504,34,0.5652173913043479,0
"May 5, 2019",vs Arizona,REG,W,8-7,-140,O,9.5,COL,2019,20190505,35,0.5833333333333333,0
"May 7, 2019",vs San Francisco,REG,L,14-4,-125,O,10.0,COL,2019,20190507,36,0.5555555555555556,0
"May 9, 2019",vs San Francisco,REG,W,12-11,-164,O,9.5,COL,2019,20190509,37,0.6212121212121212,0
"May 10, 2019",vs San Diego,REG,W,12-2,-173,O,10.0,COL,2019,20190510,38,0.6336996336996337,0
"May 11, 2019",vs San Diego,REG,L,4-3,-131,U,10.5,COL,2019,20190511,39,0.5670995670995671,0
"May 12, 2019",vs San Diego,REG,W,10-7,-106,O,12.0,COL,2019,20190512,40,0.5145631067961165,0
"May 14, 2019",@ Boston,REG,W,5-4,225,O,8.5,COL,2019,20190514,41,0.3076923076923077,0
