Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Jul 24, 2020",@ St. Louis,REG,L,5-4,165,O,8.0,PIT,2020,20200724,1,0.37735849056603776,0
"Jul 25, 2020",@ St. Louis,REG,L,9-1,138,O,9.0,PIT,2020,20200725,2,0.42016806722689076,0
"Jul 26, 2020",@ St. Louis,REG,W,5-1,128,U,9.0,PIT,2020,20200726,3,0.43859649122807015,0
"Jul 27, 2020",vs Milwaukee,REG,L,6-5,165,O,9.5,PIT,2020,20200727,4,0.37735849056603776,0
"Jul 28, 2020",vs Milwaukee,REG,W,8-6,165,O,10.0,PIT,2020,20200728,5,0.37735849056603776,0
"Jul 29, 2020",vs Milwaukee,REG,L,3-0,130,U,8.5,PIT,2020,20200729,6,0.43478260869565216,0
"Jul 31, 2020",@ Chi Cubs,REG,L,6-3,180,O,8.5,PIT,2020,20200731,7,0.35714285714285715,0
"Aug 1, 2020",@ Chi Cubs,REG,L,4-3,165,U,9.0,PIT,2020,20200801,8,0.37735849056603776,0
"Aug 2, 2020",@ Chi Cubs,REG,L,2-1,165,U,9.0,PIT,2020,20200802,9,0.37735849056603776,0
"Aug 3, 2020",@ Minnesota,REG,L,5-4,184,U,9.5,PIT,2020,20200803,10,0.352112676056338,0
"Aug 4, 2020",@ Minnesota,REG,L,7-3,170,O,8.5,PIT,2020,20200804,11,0.37037037037037035,0
"Aug 5, 2020",vs Minnesota,REG,L,5-2,155,U,9.5,PIT,2020,20200805,12,0.39215686274509803,0
"Aug 6, 2020",vs Minnesota,REG,W,6-5,188,O,8.5,PIT,2020,20200806,13,0.3472222222222222,0
"Aug 7, 2020",vs Detroit,REG,L,17-13,100,O,8.5,PIT,2020,20200807,14,0.5,0
"Aug 8, 2020",vs Detroit,REG,L,11-5,-135,O,9.5,PIT,2020,20200808,15,0.574468085106383,0
"Aug 9, 2020",vs Detroit,REG,L,2-1,134,U,9.0,PIT,2020,20200809,16,0.42735042735042733,0
"Aug 13, 2020",@ Cincinnati,REG,W,9-6,157,O,9.0,PIT,2020,20200813,17,0.38910505836575876,0
"Aug 14, 2020",@ Cincinnati,REG,L,8-1,185,O,8.0,PIT,2020,20200814,18,0.3508771929824561,0
"Aug 18, 2020",vs Cleveland,REG,L,6-3,170,P,9.0,PIT,2020,20200818,19,0.37037037037037035,0
"Aug 19, 2020",vs Cleveland,REG,L,6-1,160,U,9.5,PIT,2020,20200819,20,0.38461538461538464,0
"Aug 20, 2020",vs Cleveland,REG,L,2-0,230,U,7.5,PIT,2020,20200820,21,0.30303030303030304,0
"Aug 21, 2020",vs Milwaukee,REG,W,7-2,128,O,8.5,PIT,2020,20200821,22,0.43859649122807015,0
"Aug 22, 2020",vs Milwaukee,REG,W,12-5,155,O,9.5,PIT,2020,20200822,23,0.39215686274509803,0
"Aug 23, 2020",vs Milwaukee,REG,W,5-4,170,P,9.0,PIT,2020,20200823,24,0.37037037037037035,0
"Aug 25, 2020",@ Chi White Sox,REG,L,4-0,223,U,9.0,PIT,2020,20200825,25,0.30959752321981426,0
"Aug 26, 2020",@ Chi White Sox,REG,L,10-3,190,O,9.0,PIT,2020,20200826,26,0.3448275862068966,0
"Aug 27, 2020",@ St. Louis,REG,W,4-3,140,O,6.5,PIT,2020,20200827,27,0.4166666666666667,1
"Aug 27, 2020",@ St. Louis,REG,W,2-0,155,U,7.0,PIT,2020,20200827,28,0.39215686274509803,2
"Aug 28, 2020",@ Milwaukee,REG,L,9-1,180,O,9.0,PIT,2020,20200828,29,0.35714285714285715,0
"Aug 29, 2020",@ Milwaukee,REG,L,7-6,170,O,9.0,PIT,2020,20200829,30,0.37037037037037035,0
"Aug 30, 2020",@ Milwaukee,REG,W,5-1,248,U,8.0,PIT,2020,20200830,31,0.28735632183908044,0
"Aug 31, 2020",@ Milwaukee,REG,L,6-5,185,O,8.5,PIT,2020,20200831,32,0.3508771929824561,0
"Sep 1, 2020",vs Chi Cubs,REG,L,8-7,160,O,9.5,PIT,2020,20200901,33,0.38461538461538464,0
"Sep 2, 2020",vs Chi Cubs,REG,L,8-2,155,O,9.0,PIT,2020,20200902,34,0.39215686274509803,0
"Sep 3, 2020",vs Chi Cubs,REG,W,6-2,151,U,9.5,PIT,2020,20200903,35,0.398406374501992,0
"Sep 4, 2020",vs Cincinnati,REG,L,4-2,160,U,6.5,PIT,2020,20200904,36,0.38461538461538464,1
"Sep 4, 2020",@ Cincinnati,REG,W,4-3,185,O,6.0,PIT,2020,20200904,37,0.3508771929824561,2
"Sep 5, 2020",vs Cincinnati,REG,L,6-2,115,U,9.5,PIT,2020,20200905,38,0.46511627906976744,0
"Sep 6, 2020",vs Cincinnati,REG,W,3-2,145,U,9.0,PIT,2020,20200906,39,0.40816326530612246,0
"Sep 8, 2020",vs Chi White Sox,REG,W,5-4,125,U,9.5,PIT,2020,20200908,40,0.4444444444444444,0
"Sep 9, 2020",vs Chi White Sox,REG,L,8-1,145,P,9.0,PIT,2020,20200909,41,0.40816326530612246,0
"Sep 11, 2020",@ Kansas City,REG,L,4-3,128,U,8.5,PIT,2020,20200911,42,0.43859649122807015,0
"Sep 12, 2020",@ Kansas City,REG,L,7-4,100,O,9.0,PIT,2020,20200912,43,0.5,0
"Sep 13, 2020",@ Kansas City,REG,L,11-0,128,O,8.5,PIT,2020,20200913,44,0.43859649122807015,0
"Sep 14, 2020",@ Cincinnati,REG,L,3-1,222,U,6.0,PIT,2020,20200914,45,0.3105590062111801,1
"Sep 14, 2020",@ Cincinnati,REG,L,9-4,139,O,7.5,PIT,2020,20200914,46,0.41841004184100417,2
"Sep 15, 2020",@ Cincinnati,REG,L,4-1,125,U,9.0,PIT,2020,20200915,47,0.4444444444444444,0
"Sep 16, 2020",@ Cincinnati,REG,L,1-0,230,U,8.0,PIT,2020,20200916,48,0.30303030303030304,0
"Sep 17, 2020",vs St. Louis,REG,W,5-1,148,U,8.5,PIT,2020,20200917,49,0.4032258064516129,0
"Sep 18, 2020",vs St. Louis,REG,L,6-5,155,O,7.0,PIT,2020,20200918,50,0.39215686274509803,1
"Sep 18, 2020",@ St. Louis,REG,L,7-2,142,O,7.0,PIT,2020,20200918,51,0.4132231404958678,2
"Sep 19, 2020",vs St. Louis,REG,L,5-4,150,O,8.5,PIT,2020,20200919,52,0.4,0
"Sep 20, 2020",vs St. Louis,REG,L,2-1,150,U,7.5,PIT,2020,20200920,53,0.4,0
"Sep 21, 2020",vs Chi Cubs,REG,L,5-0,135,U,8.5,PIT,2020,20200921,54,0.425531914893617,0
"Sep 22, 2020",vs Chi Cubs,REG,W,3-2,140,U,8.5,PIT,2020,20200922,55,0.4166666666666667,0
"Sep 23, 2020",vs Chi Cubs,REG,W,2-1,230,U,8.5,PIT,2020,20200923,56,0.30303030303030304,0
"Sep 24, 2020",vs Chi Cubs,REG,W,7-0,145,U,9.0,PIT,2020,20200924,57,0.40816326530612246,0
"Sep 25, 2020",@ Cleveland,REG,L,4-3,205,U,7.5,PIT,2020,20200925,58,0.32786885245901637,0
"Sep 26, 2020",@ Cleveland,REG,W,8-0,150,P,8.0,PIT,2020,20200926,59,0.4,0
"Sep 27, 2020",@ Cleveland,REG,L,8-6,152,O,8.0,PIT,2020,20200927,60,0.3968253968253968,0
