Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 8, 2022",@ Toronto,REG,L,10-8,148,O,9.0,TEX,2022,20220408,1,0.4032258064516129,0
"Apr 9, 2022",@ Toronto,REG,L,4-3,185,U,9.0,TEX,2022,20220409,2,0.3508771929824561,0
"Apr 10, 2022",@ Toronto,REG,W,12-6,180,O,9.5,TEX,2022,20220410,3,0.35714285714285715,0
"Apr 11, 2022",vs Colorado,REG,L,6-4,-135,P,10.0,TEX,2022,20220411,4,0.574468085106383,0
"Apr 12, 2022",vs Colorado,REG,L,4-1,-152,U,10.0,TEX,2022,20220412,5,0.6031746031746033,0
"Apr 14, 2022",vs LA Angels,REG,W,10-5,133,O,8.5,TEX,2022,20220414,6,0.4291845493562232,0
"Apr 15, 2022",vs LA Angels,REG,L,9-6,105,O,10.0,TEX,2022,20220415,7,0.4878048780487805,0
"Apr 16, 2022",vs LA Angels,REG,L,7-2,114,P,9.0,TEX,2022,20220416,8,0.4672897196261682,0
"Apr 17, 2022",vs LA Angels,REG,L,8-3,-105,O,9.5,TEX,2022,20220417,9,0.5121951219512195,0
"Apr 19, 2022",@ Seattle,REG,L,6-2,131,O,7.5,TEX,2022,20220419,10,0.4329004329004329,0
"Apr 20, 2022",@ Seattle,REG,L,4-2,133,U,8.0,TEX,2022,20220420,11,0.4291845493562232,0
"Apr 21, 2022",@ Seattle,REG,W,8-6,110,O,8.0,TEX,2022,20220421,12,0.47619047619047616,0
"Apr 22, 2022",@ Oakland,REG,W,8-1,-142,O,7.5,TEX,2022,20220422,13,0.5867768595041323,0
"Apr 23, 2022",@ Oakland,REG,W,2-0,132,U,7.0,TEX,2022,20220423,14,0.43103448275862066,0
"Apr 24, 2022",@ Oakland,REG,L,2-0,-120,U,7.5,TEX,2022,20220424,15,0.5454545454545454,0
"Apr 25, 2022",vs Houston,REG,W,6-2,120,U,8.5,TEX,2022,20220425,16,0.45454545454545453,0
"Apr 26, 2022",vs Houston,REG,L,5-1,-101,U,9.0,TEX,2022,20220426,17,0.5024875621890548,0
"Apr 27, 2022",vs Houston,REG,L,4-3,100,U,8.5,TEX,2022,20220427,18,0.5,0
"Apr 28, 2022",vs Houston,REG,L,3-2,145,U,8.0,TEX,2022,20220428,19,0.40816326530612246,0
"Apr 29, 2022",vs Atlanta,REG,L,6-3,110,O,8.5,TEX,2022,20220429,20,0.47619047619047616,0
"Apr 30, 2022",vs Atlanta,REG,W,3-1,100,U,9.0,TEX,2022,20220430,21,0.5,0
"May 1, 2022",vs Atlanta,REG,W,7-3,125,O,9.0,TEX,2022,20220501,22,0.4444444444444444,0
"May 3, 2022",@ Philadelphia,REG,W,6-4,130,O,8.5,TEX,2022,20220503,23,0.43478260869565216,0
"May 4, 2022",@ Philadelphia,REG,W,2-1,165,U,8.0,TEX,2022,20220504,24,0.37735849056603776,0
"May 8, 2022",@ NY Yankees,REG,L,2-1,210,U,7.0,TEX,2022,20220508,25,0.3225806451612903,1
"May 8, 2022",@ NY Yankees,REG,W,4-2,170,U,7.5,TEX,2022,20220508,26,0.37037037037037035,2
"May 9, 2022",@ NY Yankees,REG,L,1-0,185,U,7.0,TEX,2022,20220509,27,0.3508771929824561,0
"May 10, 2022",vs Kansas City,REG,W,6-4,-131,O,8.0,TEX,2022,20220510,28,0.5670995670995671,0
"May 11, 2022",vs Kansas City,REG,L,8-2,-135,O,8.5,TEX,2022,20220511,29,0.574468085106383,0
