Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",vs Houston,REG,L,8-1,-107,O,8.0,OAK,2021,20210401,1,0.5169082125603865,0
"Apr 2, 2021",vs Houston,REG,L,9-5,-116,O,8.5,OAK,2021,20210402,2,0.537037037037037,0
"Apr 3, 2021",vs Houston,REG,L,9-1,115,O,9.0,OAK,2021,20210403,3,0.46511627906976744,0
"Apr 4, 2021",vs Houston,REG,L,9-2,-117,O,8.5,OAK,2021,20210404,4,0.5391705069124424,0
"Apr 5, 2021",vs LA Dodgers,REG,L,10-3,143,O,8.5,OAK,2021,20210405,5,0.411522633744856,0
"Apr 6, 2021",vs LA Dodgers,REG,L,5-1,155,U,8.5,OAK,2021,20210406,6,0.39215686274509803,0
"Apr 7, 2021",vs LA Dodgers,REG,W,4-3,146,U,7.5,OAK,2021,20210407,7,0.4065040650406504,0
"Apr 8, 2021",@ Houston,REG,L,6-2,149,U,10.0,OAK,2021,20210408,8,0.40160642570281124,0
"Apr 9, 2021",@ Houston,REG,W,6-2,160,U,9.0,OAK,2021,20210409,9,0.38461538461538464,0
"Apr 10, 2021",@ Houston,REG,W,7-3,138,O,9.0,OAK,2021,20210410,10,0.42016806722689076,0
"Apr 12, 2021",@ Arizona,REG,W,9-5,-129,O,9.5,OAK,2021,20210412,11,0.5633187772925764,0
"Apr 13, 2021",@ Arizona,REG,W,7-5,-106,O,8.5,OAK,2021,20210413,12,0.5145631067961165,0
"Apr 15, 2021",vs Detroit,REG,W,8-4,-168,O,8.5,OAK,2021,20210415,13,0.6268656716417911,0
"Apr 16, 2021",vs Detroit,REG,W,3-0,-188,U,8.5,OAK,2021,20210416,14,0.6527777777777778,0
"Apr 17, 2021",vs Detroit,REG,W,7-0,-124,U,9.0,OAK,2021,20210417,15,0.5535714285714286,0
"Apr 18, 2021",vs Detroit,REG,W,3-2,-150,U,8.5,OAK,2021,20210418,16,0.6,0
"Apr 20, 2021",vs Minnesota,REG,W,7-0,-115,O,6.5,OAK,2021,20210420,17,0.5348837209302326,1
"Apr 20, 2021",vs Minnesota,REG,W,1-0,108,U,6.0,OAK,2021,20210420,18,0.4807692307692308,2
"Apr 21, 2021",vs Minnesota,REG,W,13-12,-113,O,7.5,OAK,2021,20210421,19,0.5305164319248826,0
"Apr 23, 2021",@ Baltimore,REG,W,3-1,-130,U,9.0,OAK,2021,20210423,20,0.5652173913043479,0
"Apr 24, 2021",@ Baltimore,REG,W,7-2,-162,U,9.5,OAK,2021,20210424,21,0.6183206106870229,0
"Apr 25, 2021",@ Baltimore,REG,L,8-1,-123,O,8.0,OAK,2021,20210425,22,0.5515695067264574,0
"Apr 26, 2021",@ Tampa Bay,REG,W,2-1,-107,U,8.5,OAK,2021,20210426,23,0.5169082125603865,0
"Apr 27, 2021",@ Tampa Bay,REG,L,4-3,-102,U,8.5,OAK,2021,20210427,24,0.504950495049505,0
"Apr 28, 2021",@ Tampa Bay,REG,L,2-0,162,U,7.5,OAK,2021,20210428,25,0.3816793893129771,0
"Apr 29, 2021",@ Tampa Bay,REG,W,3-2,102,U,8.0,OAK,2021,20210429,26,0.49504950495049505,0
"Apr 30, 2021",vs Baltimore,REG,L,3-2,-130,U,7.5,OAK,2021,20210430,27,0.5652173913043479,0
"May 1, 2021",vs Baltimore,REG,L,8-4,-183,O,8.0,OAK,2021,20210501,28,0.646643109540636,0
"May 2, 2021",vs Baltimore,REG,W,7-5,-195,O,8.5,OAK,2021,20210502,29,0.6610169491525424,0
"May 3, 2021",vs Toronto,REG,W,5-4,-118,O,8.5,OAK,2021,20210503,30,0.5412844036697247,0
"May 4, 2021",vs Toronto,REG,W,4-1,-121,U,8.5,OAK,2021,20210504,31,0.5475113122171946,0
"May 5, 2021",vs Toronto,REG,L,9-4,-134,O,8.0,OAK,2021,20210505,32,0.5726495726495726,0
"May 6, 2021",vs Toronto,REG,L,10-4,125,O,8.5,OAK,2021,20210506,33,0.4444444444444444,0
"May 7, 2021",vs Tampa Bay,REG,W,2-1,-123,U,7.5,OAK,2021,20210507,34,0.5515695067264574,0
"May 8, 2021",vs Tampa Bay,REG,W,6-3,110,O,7.5,OAK,2021,20210508,35,0.47619047619047616,0
"May 9, 2021",vs Tampa Bay,REG,L,4-3,-117,U,7.5,OAK,2021,20210509,36,0.5391705069124424,0
