Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",@ Cincinnati,REG,W,11-6,113,O,7.0,SLN,2021,20210401,1,0.4694835680751174,0
"Apr 3, 2021",@ Cincinnati,REG,L,9-6,110,O,9.0,SLN,2021,20210403,2,0.47619047619047616,0
"Apr 4, 2021",@ Cincinnati,REG,L,12-1,-109,O,10.0,SLN,2021,20210404,3,0.5215311004784688,0
"Apr 5, 2021",@ Miami,REG,W,4-1,100,U,8.0,SLN,2021,20210405,4,0.5,0
"Apr 6, 2021",@ Miami,REG,W,4-2,115,U,7.5,SLN,2021,20210406,5,0.46511627906976744,0
"Apr 7, 2021",@ Miami,REG,W,7-0,-115,P,7.0,SLN,2021,20210407,6,0.5348837209302326,0
"Apr 8, 2021",vs Milwaukee,REG,W,3-1,135,U,7.5,SLN,2021,20210408,7,0.425531914893617,0
"Apr 10, 2021",vs Milwaukee,REG,L,9-5,-112,O,8.0,SLN,2021,20210410,8,0.5283018867924528,0
"Apr 11, 2021",vs Milwaukee,REG,L,9-3,-130,O,8.5,SLN,2021,20210411,9,0.5652173913043479,0
"Apr 12, 2021",vs Washington,REG,L,5-2,-139,U,8.5,SLN,2021,20210412,10,0.5815899581589958,0
"Apr 13, 2021",vs Washington,REG,W,14-3,-109,O,7.0,SLN,2021,20210413,11,0.5215311004784688,0
"Apr 14, 2021",vs Washington,REG,L,6-0,-115,U,8.5,SLN,2021,20210414,12,0.5348837209302326,0
"Apr 16, 2021",@ Philadelphia,REG,L,9-2,130,O,8.0,SLN,2021,20210416,13,0.43478260869565216,0
"Apr 17, 2021",@ Philadelphia,REG,W,9-4,-104,O,8.5,SLN,2021,20210417,14,0.5098039215686274,0
"Apr 18, 2021",@ Philadelphia,REG,L,2-0,158,U,8.0,SLN,2021,20210418,15,0.3875968992248062,0
"Apr 19, 2021",@ Washington,REG,W,12-5,-112,O,8.0,SLN,2021,20210419,16,0.5283018867924528,0
"Apr 20, 2021",@ Washington,REG,L,3-2,102,U,9.0,SLN,2021,20210420,17,0.49504950495049505,0
"Apr 21, 2021",@ Washington,REG,L,1-0,148,U,7.5,SLN,2021,20210421,18,0.4032258064516129,0
"Apr 23, 2021",vs Cincinnati,REG,W,5-4,-108,O,8.0,SLN,2021,20210423,19,0.5192307692307692,0
"Apr 24, 2021",vs Cincinnati,REG,W,2-0,-112,U,8.5,SLN,2021,20210424,20,0.5283018867924528,0
"Apr 25, 2021",vs Cincinnati,REG,W,5-2,-123,P,7.0,SLN,2021,20210425,21,0.5515695067264574,0
"Apr 26, 2021",vs Philadelphia,REG,L,2-1,-104,U,8.5,SLN,2021,20210426,22,0.5098039215686274,0
"Apr 27, 2021",vs Philadelphia,REG,W,5-2,-101,U,8.5,SLN,2021,20210427,23,0.5024875621890548,0
"Apr 28, 2021",vs Philadelphia,REG,L,5-3,-105,U,8.5,SLN,2021,20210428,24,0.5121951219512195,0
"Apr 29, 2021",vs Philadelphia,REG,W,4-3,105,P,7.0,SLN,2021,20210429,25,0.4878048780487805,0
"Apr 30, 2021",@ Pittsburgh,REG,W,7-3,107,O,7.5,SLN,2021,20210430,26,0.4830917874396135,0
"May 1, 2021",@ Pittsburgh,REG,W,12-5,-150,O,7.5,SLN,2021,20210501,27,0.6,0
"May 2, 2021",@ Pittsburgh,REG,W,3-0,-132,U,8.5,SLN,2021,20210502,28,0.5689655172413793,0
"May 3, 2021",vs NY Mets,REG,W,6-5,-128,O,8.5,SLN,2021,20210503,29,0.5614035087719298,0
"May 5, 2021",vs NY Mets,REG,W,4-1,105,U,6.0,SLN,2021,20210505,30,0.4878048780487805,1
"May 5, 2021",vs NY Mets,REG,L,7-2,-115,O,6.5,SLN,2021,20210505,31,0.5348837209302326,2
"May 6, 2021",vs NY Mets,REG,L,4-1,-104,U,8.0,SLN,2021,20210506,32,0.5098039215686274,0
"May 7, 2021",vs Colorado,REG,W,5-0,-210,U,7.5,SLN,2021,20210507,33,0.6774193548387097,0
"May 8, 2021",vs Colorado,REG,W,9-8,-180,O,7.5,SLN,2021,20210508,34,0.6428571428571428,0
"May 9, 2021",vs Colorado,REG,W,2-0,-147,U,7.0,SLN,2021,20210509,35,0.5951417004048583,0
"May 11, 2021",@ Milwaukee,REG,W,6-1,113,P,7.0,SLN,2021,20210511,36,0.4694835680751174,0
"May 12, 2021",@ Milwaukee,REG,L,4-1,162,U,7.5,SLN,2021,20210512,37,0.3816793893129771,0
"May 13, 2021",@ Milwaukee,REG,W,2-0,127,U,6.5,SLN,2021,20210513,38,0.44052863436123346,0
"May 14, 2021",@ San Diego,REG,L,5-4,165,O,7.0,SLN,2021,20210514,39,0.37735849056603776,0
"May 15, 2021",@ San Diego,REG,L,13-3,108,O,7.0,SLN,2021,20210515,40,0.4807692307692308,0
"May 16, 2021",@ San Diego,REG,L,5-3,104,O,7.5,SLN,2021,20210516,41,0.49019607843137253,0
"May 18, 2021",vs Pittsburgh,REG,W,5-2,-119,U,7.5,SLN,2021,20210518,42,0.54337899543379,0
"May 19, 2021",vs Pittsburgh,REG,W,8-5,-218,O,7.0,SLN,2021,20210519,43,0.6855345911949686,0
"May 21, 2021",vs Chi Cubs,REG,L,12-3,110,O,8.5,SLN,2021,20210521,44,0.47619047619047616,0
"May 22, 2021",vs Chi Cubs,REG,W,2-1,108,U,8.5,SLN,2021,20210522,45,0.4807692307692308,0
"May 23, 2021",vs Chi Cubs,REG,L,2-1,-130,U,9.0,SLN,2021,20210523,46,0.5652173913043479,0
"May 24, 2021",@ Chi White Sox,REG,L,5-1,166,U,8.5,SLN,2021,20210524,47,0.37593984962406013,0
"May 25, 2021",@ Chi White Sox,REG,L,8-3,118,O,8.0,SLN,2021,20210525,48,0.45871559633027525,0
"May 26, 2021",@ Chi White Sox,REG,W,4-0,190,U,9.0,SLN,2021,20210526,49,0.3448275862068966,0
"May 27, 2021",@ Arizona,REG,W,5-4,-111,U,9.5,SLN,2021,20210527,50,0.5260663507109005,0
"May 28, 2021",@ Arizona,REG,W,8-6,118,O,9.5,SLN,2021,20210528,51,0.45871559633027525,0
"May 29, 2021",@ Arizona,REG,W,7-4,-150,O,10.0,SLN,2021,20210529,52,0.6,0
"May 30, 2021",@ Arizona,REG,L,9-2,103,O,9.0,SLN,2021,20210530,53,0.49261083743842365,0
"May 31, 2021",@ LA Dodgers,REG,L,9-4,170,O,7.0,SLN,2021,20210531,54,0.37037037037037035,0
"Jun 1, 2021",@ LA Dodgers,REG,W,3-2,177,U,8.5,SLN,2021,20210601,55,0.36101083032490977,0
"Jun 2, 2021",@ LA Dodgers,REG,L,14-3,205,O,8.0,SLN,2021,20210602,56,0.32786885245901637,0
"Jun 3, 2021",vs Cincinnati,REG,L,4-2,-143,U,8.0,SLN,2021,20210603,57,0.588477366255144,0
"Jun 4, 2021",vs Cincinnati,REG,L,6-4,-127,O,8.5,SLN,2021,20210604,58,0.5594713656387665,0
"Jun 5, 2021",vs Cincinnati,REG,L,5-2,105,U,9.0,SLN,2021,20210605,59,0.4878048780487805,0
"Jun 6, 2021",vs Cincinnati,REG,L,8-7,-125,O,8.5,SLN,2021,20210606,60,0.5555555555555556,0
"Jun 8, 2021",vs Cleveland,REG,L,10-1,146,O,7.0,SLN,2021,20210608,61,0.4065040650406504,0
"Jun 9, 2021",vs Cleveland,REG,W,8-2,-130,O,8.0,SLN,2021,20210609,62,0.5652173913043479,0
"Jun 11, 2021",@ Chi Cubs,REG,L,8-5,140,O,9.5,SLN,2021,20210611,63,0.4166666666666667,0
"Jun 12, 2021",@ Chi Cubs,REG,L,7-2,160,O,8.5,SLN,2021,20210612,64,0.38461538461538464,0
