Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Mar 28, 2019",vs Cleveland,REG,W,2-0,-120,U,7.5,MIN,2019,20190328,1,0.5454545454545454,0
"Mar 30, 2019",vs Cleveland,REG,L,2-1,107,U,7.0,MIN,2019,20190330,2,0.4830917874396135,0
"Mar 31, 2019",vs Cleveland,REG,W,9-3,102,O,7.0,MIN,2019,20190331,3,0.49504950495049505,0
"Apr 2, 2019",@ Kansas City,REG,W,5-4,-150,O,7.0,MIN,2019,20190402,4,0.6,0
"Apr 3, 2019",@ Kansas City,REG,W,7-6,-137,O,8.5,MIN,2019,20190403,5,0.5780590717299579,0
"Apr 5, 2019",@ Philadelphia,REG,L,10-4,142,O,8.0,MIN,2019,20190405,6,0.4132231404958678,0
"Apr 6, 2019",@ Philadelphia,REG,W,6-2,139,U,8.5,MIN,2019,20190406,7,0.41841004184100417,0
"Apr 7, 2019",@ Philadelphia,REG,L,2-1,122,U,8.5,MIN,2019,20190407,8,0.45045045045045046,0
"Apr 9, 2019",@ NY Mets,REG,W,14-8,235,O,6.5,MIN,2019,20190409,9,0.29850746268656714,0
"Apr 10, 2019",@ NY Mets,REG,L,9-6,173,O,7.0,MIN,2019,20190410,10,0.3663003663003663,0
"Apr 13, 2019",vs Detroit,REG,W,4-3,-200,U,8.0,MIN,2019,20190413,11,0.6666666666666667,0
"Apr 14, 2019",vs Detroit,REG,W,6-4,-230,O,7.5,MIN,2019,20190414,12,0.696969696969697,0
"Apr 15, 2019",vs Toronto,REG,L,5-3,-120,U,8.5,MIN,2019,20190415,13,0.5454545454545454,0
"Apr 16, 2019",vs Toronto,REG,L,6-5,-152,O,9.0,MIN,2019,20190416,14,0.6031746031746033,0
"Apr 17, 2019",vs Toronto,REG,W,4-1,-158,U,8.5,MIN,2019,20190417,15,0.6124031007751938,0
"Apr 18, 2019",vs Toronto,REG,L,7-4,-180,O,8.5,MIN,2019,20190418,16,0.6428571428571428,0
"Apr 20, 2019",@ Baltimore,REG,W,6-5,-200,O,9.5,MIN,2019,20190420,17,0.6666666666666667,1
"Apr 20, 2019",@ Baltimore,REG,W,16-7,-138,O,10.0,MIN,2019,20190420,18,0.5798319327731092,2
"Apr 21, 2019",@ Baltimore,REG,W,4-3,-153,U,9.0,MIN,2019,20190421,19,0.6047430830039526,0
"Apr 22, 2019",@ Houston,REG,W,9-5,163,O,9.5,MIN,2019,20190422,20,0.38022813688212925,0
"Apr 23, 2019",@ Houston,REG,L,10-4,130,O,9.5,MIN,2019,20190423,21,0.43478260869565216,0
"Apr 24, 2019",@ Houston,REG,L,7-1,220,U,9.0,MIN,2019,20190424,22,0.3125,0
"Apr 26, 2019",vs Baltimore,REG,W,6-1,-175,U,9.5,MIN,2019,20190426,23,0.6363636363636364,0
"Apr 27, 2019",vs Baltimore,REG,W,9-2,-240,O,8.5,MIN,2019,20190427,24,0.7058823529411764,0
"Apr 28, 2019",vs Baltimore,REG,W,4-1,-215,U,8.5,MIN,2019,20190428,25,0.6825396825396826,0
"Apr 29, 2019",vs Houston,REG,W,1-0,158,U,8.0,MIN,2019,20190429,26,0.3875968992248062,0
"Apr 30, 2019",vs Houston,REG,L,11-0,150,O,7.5,MIN,2019,20190430,27,0.4,0
"May 1, 2019",vs Houston,REG,W,6-2,134,U,9.0,MIN,2019,20190501,28,0.42735042735042733,0
"May 2, 2019",vs Houston,REG,W,8-2,-116,O,8.0,MIN,2019,20190502,29,0.537037037037037,0
"May 3, 2019",@ NY Yankees,REG,L,6-3,138,O,7.5,MIN,2019,20190503,30,0.42016806722689076,0
"May 4, 2019",@ NY Yankees,REG,W,7-3,108,O,9.0,MIN,2019,20190504,31,0.4807692307692308,0
"May 5, 2019",@ NY Yankees,REG,L,4-1,128,U,8.5,MIN,2019,20190505,32,0.43859649122807015,0
"May 6, 2019",@ Toronto,REG,W,8-0,105,U,8.5,MIN,2019,20190506,33,0.4878048780487805,0
"May 7, 2019",@ Toronto,REG,W,3-0,-140,U,9.0,MIN,2019,20190507,34,0.5833333333333333,0
"May 8, 2019",@ Toronto,REG,W,9-1,-132,O,9.0,MIN,2019,20190508,35,0.5689655172413793,0
"May 10, 2019",vs Detroit,REG,W,6-0,-210,U,9.0,MIN,2019,20190510,36,0.6774193548387097,0
"May 11, 2019",vs Detroit,REG,L,5-3,-160,U,8.5,MIN,2019,20190511,37,0.6153846153846154,1
"May 11, 2019",vs Detroit,REG,W,8-3,-205,O,9.5,MIN,2019,20190511,38,0.6721311475409837,2
"May 12, 2019",vs Detroit,REG,L,5-3,-175,U,8.5,MIN,2019,20190512,39,0.6363636363636364,0
"May 13, 2019",vs LA Angels,REG,L,5-4,-128,P,9.0,MIN,2019,20190513,40,0.5614035087719298,0
"May 14, 2019",vs LA Angels,REG,W,4-3,-130,U,9.0,MIN,2019,20190514,41,0.5652173913043479,0
"May 15, 2019",vs LA Angels,REG,W,8-7,-136,O,9.5,MIN,2019,20190515,42,0.576271186440678,0
"May 16, 2019",@ Seattle,REG,W,11-6,-107,O,9.5,MIN,2019,20190516,43,0.5169082125603865,0
"May 17, 2019",@ Seattle,REG,W,7-1,100,U,8.5,MIN,2019,20190517,44,0.5,0
"May 18, 2019",@ Seattle,REG,W,18-4,-131,O,9.5,MIN,2019,20190518,45,0.5670995670995671,0
"May 19, 2019",@ Seattle,REG,L,7-4,109,O,8.5,MIN,2019,20190519,46,0.4784688995215311,0
"May 20, 2019",@ LA Angels,REG,W,3-1,130,U,8.5,MIN,2019,20190520,47,0.43478260869565216,0
"May 21, 2019",@ LA Angels,REG,W,8-3,104,O,9.0,MIN,2019,20190521,48,0.49019607843137253,0
"May 23, 2019",@ LA Angels,REG,W,16-7,-128,O,9.0,MIN,2019,20190523,49,0.5614035087719298,0
"May 24, 2019",vs Chi White Sox,REG,W,11-4,-200,O,9.0,MIN,2019,20190524,50,0.6666666666666667,0
"May 25, 2019",vs Chi White Sox,REG,W,8-1,-215,U,10.5,MIN,2019,20190525,51,0.6825396825396826,0
"May 26, 2019",vs Chi White Sox,REG,W,7-0,-240,U,10.0,MIN,2019,20190526,52,0.7058823529411764,0
"May 27, 2019",vs Milwaukee,REG,L,5-4,107,U,9.5,MIN,2019,20190527,53,0.4830917874396135,0
"May 28, 2019",vs Milwaukee,REG,W,5-3,103,U,10.0,MIN,2019,20190528,54,0.49261083743842365,0
"May 30, 2019",@ Tampa Bay,REG,L,14-3,130,O,8.0,MIN,2019,20190530,55,0.43478260869565216,0
"May 31, 2019",@ Tampa Bay,REG,W,5-3,115,P,8.0,MIN,2019,20190531,56,0.46511627906976744,0
"Jun 1, 2019",@ Tampa Bay,REG,W,6-2,107,P,8.0,MIN,2019,20190601,57,0.4830917874396135,0
"Jun 2, 2019",@ Tampa Bay,REG,W,9-7,106,O,8.5,MIN,2019,20190602,58,0.4854368932038835,0
"Jun 4, 2019",@ Cleveland,REG,L,5-2,115,U,9.0,MIN,2019,20190604,59,0.46511627906976744,0
"Jun 5, 2019",@ Cleveland,REG,L,9-7,-120,O,9.5,MIN,2019,20190605,60,0.5454545454545454,0
"Jun 6, 2019",@ Cleveland,REG,W,5-4,107,O,8.5,MIN,2019,20190606,61,0.4830917874396135,0
"Jun 7, 2019",@ Detroit,REG,W,6-3,-125,P,9.0,MIN,2019,20190607,62,0.5555555555555556,0
"Jun 8, 2019",@ Detroit,REG,L,9-3,-220,O,9.5,MIN,2019,20190608,63,0.6875,0
"Jun 9, 2019",@ Detroit,REG,W,12-2,-210,O,9.5,MIN,2019,20190609,64,0.6774193548387097,0
"Jun 11, 2019",vs Seattle,REG,W,6-5,-197,O,9.5,MIN,2019,20190611,65,0.6632996632996633,0
"Jun 12, 2019",vs Seattle,REG,L,9-6,-224,O,9.5,MIN,2019,20190612,66,0.691358024691358,0
"Jun 13, 2019",vs Seattle,REG,W,10-5,-165,O,10.0,MIN,2019,20190613,67,0.6226415094339622,0
"Jun 14, 2019",vs Kansas City,REG,W,2-0,-230,U,9.5,MIN,2019,20190614,68,0.696969696969697,0
