Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",@ Milwaukee,REG,L,6-5,-101,O,7.5,MIN,2021,20210401,1,0.5024875621890548,0
"Apr 3, 2021",@ Milwaukee,REG,W,2-0,120,U,7.5,MIN,2021,20210403,2,0.45454545454545453,0
"Apr 4, 2021",@ Milwaukee,REG,W,8-2,-102,O,8.0,MIN,2021,20210404,3,0.504950495049505,0
"Apr 5, 2021",@ Detroit,REG,W,15-6,-155,O,9.0,MIN,2021,20210405,4,0.607843137254902,0
"Apr 6, 2021",@ Detroit,REG,L,4-3,-148,U,9.0,MIN,2021,20210406,5,0.5967741935483871,0
"Apr 7, 2021",@ Detroit,REG,W,3-2,-175,U,8.5,MIN,2021,20210407,6,0.6363636363636364,0
"Apr 8, 2021",vs Seattle,REG,W,10-2,-215,O,8.0,MIN,2021,20210408,7,0.6825396825396826,0
"Apr 10, 2021",vs Seattle,REG,L,4-3,-200,U,8.0,MIN,2021,20210410,8,0.6666666666666667,0
"Apr 11, 2021",vs Seattle,REG,L,8-6,-185,O,8.5,MIN,2021,20210411,9,0.6491228070175439,0
"Apr 13, 2021",vs Boston,REG,L,4-2,-130,U,9.0,MIN,2021,20210413,10,0.5652173913043479,0
"Apr 14, 2021",vs Boston,REG,L,3-2,-130,U,6.0,MIN,2021,20210414,11,0.5652173913043479,1
"Apr 14, 2021",vs Boston,REG,L,7-1,-143,O,6.0,MIN,2021,20210414,12,0.588477366255144,2
"Apr 15, 2021",vs Boston,REG,W,4-3,-134,U,8.5,MIN,2021,20210415,13,0.5726495726495726,0
"Apr 16, 2021",@ LA Angels,REG,L,10-3,118,O,9.0,MIN,2021,20210416,14,0.45871559633027525,0
"Apr 20, 2021",@ Oakland,REG,L,7-0,105,O,6.5,MIN,2021,20210420,15,0.4878048780487805,1
"Apr 20, 2021",@ Oakland,REG,L,1-0,-118,U,6.0,MIN,2021,20210420,16,0.5412844036697247,2
"Apr 21, 2021",@ Oakland,REG,L,13-12,103,O,7.5,MIN,2021,20210421,17,0.49261083743842365,0
"Apr 23, 2021",vs Pittsburgh,REG,W,2-0,-150,U,8.0,MIN,2021,20210423,18,0.6,0
"Apr 24, 2021",vs Pittsburgh,REG,L,6-2,-205,P,8.0,MIN,2021,20210424,19,0.6721311475409837,0
"Apr 25, 2021",vs Pittsburgh,REG,L,6-2,-180,U,8.5,MIN,2021,20210425,20,0.6428571428571428,0
"Apr 26, 2021",@ Cleveland,REG,L,5-3,-122,P,8.0,MIN,2021,20210426,21,0.5495495495495495,0
"Apr 27, 2021",@ Cleveland,REG,L,7-4,-116,O,8.5,MIN,2021,20210427,22,0.537037037037037,0
"Apr 28, 2021",@ Cleveland,REG,W,10-2,-118,O,9.5,MIN,2021,20210428,23,0.5412844036697247,0
