Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 7, 2022",vs Cleveland,REG,W,3-1,110,U,7.5,KCA,2022,20220407,1,0.47619047619047616,0
"Apr 9, 2022",vs Cleveland,REG,W,1-0,-117,U,8.5,KCA,2022,20220409,2,0.5391705069124424,0
"Apr 10, 2022",vs Cleveland,REG,L,17-3,-115,O,9.0,KCA,2022,20220410,3,0.5348837209302326,0
"Apr 11, 2022",vs Cleveland,REG,L,10-7,-105,O,8.5,KCA,2022,20220411,4,0.5121951219512195,0
"Apr 12, 2022",@ St. Louis,REG,L,6-5,153,O,9.0,KCA,2022,20220412,5,0.3952569169960474,0
"Apr 14, 2022",vs Detroit,REG,L,4-2,-130,U,8.5,KCA,2022,20220414,6,0.5652173913043479,0
"Apr 15, 2022",vs Detroit,REG,L,2-1,-124,U,8.0,KCA,2022,20220415,7,0.5535714285714286,0
"Apr 16, 2022",vs Detroit,REG,W,3-1,-155,U,8.0,KCA,2022,20220416,8,0.607843137254902,0
"Apr 19, 2022",vs Minnesota,REG,W,4-3,112,U,8.5,KCA,2022,20220419,9,0.4716981132075472,0
"Apr 20, 2022",vs Minnesota,REG,W,2-0,113,U,9.0,KCA,2022,20220420,10,0.4694835680751174,0
"Apr 21, 2022",vs Minnesota,REG,L,1-0,125,U,8.0,KCA,2022,20220421,11,0.4444444444444444,0
"Apr 22, 2022",@ Seattle,REG,L,4-1,120,U,7.5,KCA,2022,20220422,12,0.45454545454545453,0
"Apr 23, 2022",@ Seattle,REG,L,13-7,163,O,7.5,KCA,2022,20220423,13,0.38022813688212925,0
"Apr 24, 2022",@ Seattle,REG,L,5-4,170,O,8.0,KCA,2022,20220424,14,0.37037037037037035,0
"Apr 26, 2022",@ Chi White Sox,REG,W,6-0,140,U,8.5,KCA,2022,20220426,15,0.4166666666666667,0
"Apr 27, 2022",@ Chi White Sox,REG,L,7-3,165,O,7.0,KCA,2022,20220427,16,0.37735849056603776,0
"Apr 28, 2022",@ Chi White Sox,REG,W,5-2,145,P,7.0,KCA,2022,20220428,17,0.40816326530612246,0
"Apr 29, 2022",vs NY Yankees,REG,L,12-2,170,O,8.5,KCA,2022,20220429,18,0.37037037037037035,0
"Apr 30, 2022",vs NY Yankees,REG,L,3-0,190,U,8.0,KCA,2022,20220430,19,0.3448275862068966,0
"May 1, 2022",vs NY Yankees,REG,L,6-4,170,O,8.0,KCA,2022,20220501,20,0.37037037037037035,0
"May 2, 2022",@ St. Louis,REG,L,1-0,149,U,7.0,KCA,2022,20220502,21,0.40160642570281124,0
"May 3, 2022",vs St. Louis,REG,W,7-1,-110,O,7.0,KCA,2022,20220503,22,0.5238095238095238,0
"May 4, 2022",vs St. Louis,REG,L,10-0,127,O,7.5,KCA,2022,20220504,23,0.44052863436123346,0
"May 8, 2022",@ Baltimore,REG,W,6-4,-111,O,7.0,KCA,2022,20220508,24,0.5260663507109005,1
"May 8, 2022",@ Baltimore,REG,L,4-2,118,U,7.0,KCA,2022,20220508,25,0.45871559633027525,2
"May 9, 2022",@ Baltimore,REG,L,6-1,133,U,7.5,KCA,2022,20220509,26,0.4291845493562232,0
"May 10, 2022",@ Texas,REG,L,6-4,121,O,8.0,KCA,2022,20220510,27,0.45248868778280543,0
"May 11, 2022",@ Texas,REG,W,8-2,115,O,8.5,KCA,2022,20220511,28,0.46511627906976744,0
"May 12, 2022",@ Texas,REG,L,3-1,130,U,8.5,KCA,2022,20220512,29,0.43478260869565216,0
"May 13, 2022",@ Colorado,REG,W,14-10,114,O,10.5,KCA,2022,20220513,30,0.4672897196261682,0
"May 14, 2022",@ Colorado,REG,L,10-4,135,O,11.5,KCA,2022,20220514,31,0.425531914893617,0
"May 15, 2022",@ Colorado,REG,W,8-7,127,O,11.0,KCA,2022,20220515,32,0.44052863436123346,0
"May 16, 2022",vs Chi White Sox,REG,L,5-3,100,U,9.0,KCA,2022,20220516,33,0.5,0
"May 17, 2022",vs Chi White Sox,REG,L,3-0,170,U,8.0,KCA,2022,20220517,34,0.37037037037037035,1
"May 17, 2022",vs Chi White Sox,REG,W,2-1,-110,U,8.5,KCA,2022,20220517,35,0.5238095238095238,2
"May 18, 2022",vs Chi White Sox,REG,W,6-2,130,P,8.0,KCA,2022,20220518,36,0.43478260869565216,0
"May 19, 2022",vs Chi White Sox,REG,L,7-4,125,O,10.0,KCA,2022,20220519,37,0.4444444444444444,0
"May 20, 2022",vs Minnesota,REG,L,6-4,116,O,8.5,KCA,2022,20220520,38,0.46296296296296297,0
"May 21, 2022",vs Minnesota,REG,L,9-2,130,O,7.5,KCA,2022,20220521,39,0.43478260869565216,0
"May 22, 2022",vs Minnesota,REG,L,7-6,-115,O,7.0,KCA,2022,20220522,40,0.5348837209302326,0
"May 23, 2022",@ Arizona,REG,L,9-5,-105,O,8.5,KCA,2022,20220523,41,0.5121951219512195,0
"May 24, 2022",@ Arizona,REG,L,8-6,185,O,8.0,KCA,2022,20220524,42,0.3508771929824561,0
