Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",@ Philadelphia,REG,L,3-2,115,U,7.5,ATL,2021,20210401,1,0.46511627906976744,0
"Apr 3, 2021",@ Philadelphia,REG,L,4-0,-111,U,8.0,ATL,2021,20210403,2,0.5260663507109005,0
"Apr 4, 2021",@ Philadelphia,REG,L,2-1,-115,U,8.5,ATL,2021,20210404,3,0.5348837209302326,0
"Apr 6, 2021",@ Washington,REG,L,6-5,102,O,7.5,ATL,2021,20210406,4,0.49504950495049505,0
"Apr 7, 2021",@ Washington,REG,W,7-6,-170,O,6.5,ATL,2021,20210407,5,0.6296296296296297,1
"Apr 7, 2021",@ Washington,REG,W,2-0,132,U,6.5,ATL,2021,20210407,6,0.43103448275862066,2
"Apr 9, 2021",vs Philadelphia,REG,W,8-1,-125,O,7.5,ATL,2021,20210409,7,0.5555555555555556,0
"Apr 10, 2021",vs Philadelphia,REG,W,5-4,-140,O,8.0,ATL,2021,20210410,8,0.5833333333333333,0
"Apr 11, 2021",vs Philadelphia,REG,L,7-6,-158,O,9.0,ATL,2021,20210411,9,0.6124031007751938,0
"Apr 12, 2021",vs Miami,REG,L,5-3,-133,P,8.0,ATL,2021,20210412,10,0.5708154506437768,0
"Apr 13, 2021",vs Miami,REG,L,14-8,-160,O,8.0,ATL,2021,20210413,11,0.6153846153846154,0
"Apr 14, 2021",vs Miami,REG,L,6-5,-235,O,8.5,ATL,2021,20210414,12,0.7014925373134329,0
"Apr 15, 2021",vs Miami,REG,W,7-6,-163,O,8.0,ATL,2021,20210415,13,0.6197718631178708,0
"Apr 16, 2021",@ Chi Cubs,REG,W,5-2,103,U,8.0,ATL,2021,20210416,14,0.49261083743842365,0
"Apr 17, 2021",@ Chi Cubs,REG,L,13-4,-110,O,7.5,ATL,2021,20210417,15,0.5238095238095238,0
"Apr 18, 2021",@ Chi Cubs,REG,W,13-4,125,O,9.0,ATL,2021,20210418,16,0.4444444444444444,0
"Apr 20, 2021",@ NY Yankees,REG,L,3-1,110,U,8.5,ATL,2021,20210420,17,0.47619047619047616,0
"Apr 21, 2021",@ NY Yankees,REG,W,4-1,130,U,8.5,ATL,2021,20210421,18,0.43478260869565216,0
"Apr 23, 2021",vs Arizona,REG,W,5-4,-154,O,8.5,ATL,2021,20210423,19,0.6062992125984252,0
"Apr 25, 2021",vs Arizona,REG,L,5-0,-128,U,6.5,ATL,2021,20210425,20,0.5614035087719298,1
"Apr 25, 2021",vs Arizona,REG,L,7-0,-180,O,6.5,ATL,2021,20210425,21,0.6428571428571428,2
"Apr 26, 2021",vs Chi Cubs,REG,W,8-7,-200,O,8.5,ATL,2021,20210426,22,0.6666666666666667,0
"Apr 27, 2021",vs Chi Cubs,REG,W,5-0,-154,U,8.5,ATL,2021,20210427,23,0.6062992125984252,0
"Apr 28, 2021",vs Chi Cubs,REG,W,10-0,-129,O,8.5,ATL,2021,20210428,24,0.5633187772925764,0
"Apr 29, 2021",vs Chi Cubs,REG,L,9-3,-130,O,9.0,ATL,2021,20210429,25,0.5652173913043479,0
"Apr 30, 2021",@ Toronto,REG,L,13-5,116,O,10.5,ATL,2021,20210430,26,0.46296296296296297,0
"May 1, 2021",@ Toronto,REG,L,6-5,-135,O,10.5,ATL,2021,20210501,27,0.574468085106383,0
"May 2, 2021",@ Toronto,REG,L,7-2,-123,U,10.5,ATL,2021,20210502,28,0.5515695067264574,0
"May 4, 2021",@ Washington,REG,W,6-1,-130,U,9.0,ATL,2021,20210504,29,0.5652173913043479,0
"May 5, 2021",@ Washington,REG,W,5-3,-132,U,9.0,ATL,2021,20210505,30,0.5689655172413793,0
"May 6, 2021",@ Washington,REG,W,3-2,-110,U,9.0,ATL,2021,20210506,31,0.5238095238095238,0
"May 7, 2021",vs Philadelphia,REG,L,12-2,-137,O,8.0,ATL,2021,20210507,32,0.5780590717299579,0
"May 8, 2021",vs Philadelphia,REG,W,8-7,-155,O,9.0,ATL,2021,20210508,33,0.607843137254902,0
"May 9, 2021",vs Philadelphia,REG,W,6-1,-110,U,8.0,ATL,2021,20210509,34,0.5238095238095238,0
"May 11, 2021",vs Toronto,REG,L,5-3,-106,U,9.5,ATL,2021,20210511,35,0.5145631067961165,0
"May 12, 2021",vs Toronto,REG,L,4-1,-112,U,8.0,ATL,2021,20210512,36,0.5283018867924528,0
"May 13, 2021",vs Toronto,REG,L,8-4,-153,O,8.5,ATL,2021,20210513,37,0.6047430830039526,0
"May 14, 2021",@ Milwaukee,REG,W,6-3,122,O,7.5,ATL,2021,20210514,38,0.45045045045045046,0
"May 15, 2021",@ Milwaukee,REG,W,5-1,-115,U,8.0,ATL,2021,20210515,39,0.5348837209302326,0
"May 16, 2021",@ Milwaukee,REG,L,10-9,120,O,7.0,ATL,2021,20210516,40,0.45454545454545453,0
"May 17, 2021",vs NY Mets,REG,L,3-1,-158,U,8.0,ATL,2021,20210517,41,0.6124031007751938,0
"May 18, 2021",vs NY Mets,REG,L,4-3,-150,U,8.5,ATL,2021,20210518,42,0.6,0
"May 19, 2021",vs NY Mets,REG,W,5-4,-192,O,7.5,ATL,2021,20210519,43,0.6575342465753424,0
"May 20, 2021",vs Pittsburgh,REG,L,6-4,-195,O,9.0,ATL,2021,20210520,44,0.6610169491525424,0
"May 21, 2021",vs Pittsburgh,REG,W,20-1,-182,O,8.0,ATL,2021,20210521,45,0.6453900709219857,0
"May 22, 2021",vs Pittsburgh,REG,W,6-1,-205,U,9.5,ATL,2021,20210522,46,0.6721311475409837,0
"May 23, 2021",vs Pittsburgh,REG,W,7-1,-210,P,8.0,ATL,2021,20210523,47,0.6774193548387097,0
"May 25, 2021",@ Boston,REG,W,3-1,-108,U,10.0,ATL,2021,20210525,48,0.5192307692307692,0
"May 26, 2021",@ Boston,REG,L,9-5,130,O,11.0,ATL,2021,20210526,49,0.43478260869565216,0
"May 29, 2021",@ NY Mets,REG,L,13-2,-145,O,6.5,ATL,2021,20210529,50,0.5918367346938775,0
"May 31, 2021",vs Washington,REG,W,5-3,-188,U,8.5,ATL,2021,20210531,51,0.6527777777777778,0
"Jun 1, 2021",vs Washington,REG,L,11-6,-135,O,8.5,ATL,2021,20210601,52,0.574468085106383,0
"Jun 2, 2021",vs Washington,REG,L,5-3,-150,U,10.0,ATL,2021,20210602,53,0.6,0
"Jun 3, 2021",vs Washington,REG,W,5-1,-134,U,10.0,ATL,2021,20210603,54,0.5726495726495726,0
"Jun 4, 2021",vs LA Dodgers,REG,L,9-5,129,O,8.5,ATL,2021,20210604,55,0.4366812227074236,0
"Jun 5, 2021",vs LA Dodgers,REG,W,6-4,118,O,8.0,ATL,2021,20210605,56,0.45871559633027525,0
"Jun 6, 2021",vs LA Dodgers,REG,W,4-2,125,U,8.5,ATL,2021,20210606,57,0.4444444444444444,0
"Jun 8, 2021",@ Philadelphia,REG,W,9-5,144,O,9.0,ATL,2021,20210608,58,0.4098360655737705,0
"Jun 9, 2021",@ Philadelphia,REG,L,2-1,120,U,9.0,ATL,2021,20210609,59,0.45454545454545453,0
"Jun 10, 2021",@ Philadelphia,REG,L,4-3,125,U,7.5,ATL,2021,20210610,60,0.4444444444444444,0
"Jun 11, 2021",@ Miami,REG,L,4-3,-116,P,7.0,ATL,2021,20210611,61,0.537037037037037,0
"Jun 12, 2021",@ Miami,REG,L,4-2,-160,U,8.0,ATL,2021,20210612,62,0.6153846153846154,0
"Jun 13, 2021",@ Miami,REG,W,6-4,116,O,8.0,ATL,2021,20210613,63,0.46296296296296297,0
"Jun 15, 2021",vs Boston,REG,L,10-8,-110,O,9.5,ATL,2021,20210615,64,0.5238095238095238,0
"Jun 16, 2021",vs Boston,REG,L,10-8,-150,O,9.5,ATL,2021,20210616,65,0.6,0
"Jun 17, 2021",vs St. Louis,REG,W,4-0,-180,U,9.5,ATL,2021,20210617,66,0.6428571428571428,0
"Jun 18, 2021",vs St. Louis,REG,W,9-1,-153,O,9.5,ATL,2021,20210618,67,0.6047430830039526,0
"Jun 20, 2021",vs St. Louis,REG,L,9-1,-110,O,7.5,ATL,2021,20210620,68,0.5238095238095238,1
"Jun 20, 2021",vs St. Louis,REG,W,1-0,-135,U,7.5,ATL,2021,20210620,69,0.574468085106383,2
"Jun 21, 2021",@ NY Mets,REG,L,4-2,230,O,5.0,ATL,2021,20210621,70,0.30303030303030304,1
"Jun 21, 2021",@ NY Mets,REG,W,1-0,-140,U,6.5,ATL,2021,20210621,71,0.5833333333333333,2
"Jun 22, 2021",@ NY Mets,REG,W,3-0,-106,U,7.0,ATL,2021,20210622,72,0.5145631067961165,0
"Jun 23, 2021",@ NY Mets,REG,L,7-3,135,O,8.5,ATL,2021,20210623,73,0.425531914893617,0
"Jun 24, 2021",@ Cincinnati,REG,L,5-3,122,U,10.5,ATL,2021,20210624,74,0.45045045045045046,0
"Jun 25, 2021",@ Cincinnati,REG,W,3-2,-110,U,11.0,ATL,2021,20210625,75,0.5238095238095238,0
"Jun 26, 2021",@ Cincinnati,REG,L,4-1,110,U,9.0,ATL,2021,20210626,76,0.47619047619047616,0
"Jun 27, 2021",@ Cincinnati,REG,W,4-0,130,U,9.5,ATL,2021,20210627,77,0.43478260869565216,0
"Jun 29, 2021",vs NY Mets,REG,L,4-3,-157,U,9.0,ATL,2021,20210629,78,0.6108949416342413,0
"Jun 30, 2021",vs NY Mets,REG,W,20-2,-150,O,9.0,ATL,2021,20210630,79,0.6,0
"Jul 1, 2021",vs NY Mets,REG,W,4-3,155,P,7.0,ATL,2021,20210701,80,0.39215686274509803,0
"Jul 2, 2021",vs Miami,REG,W,1-0,-115,U,9.0,ATL,2021,20210702,81,0.5348837209302326,0
"Jul 3, 2021",vs Miami,REG,L,3-2,-120,U,9.0,ATL,2021,20210703,82,0.5454545454545454,0
"Jul 4, 2021",vs Miami,REG,W,8-7,-170,O,8.5,ATL,2021,20210704,83,0.6296296296296297,0
"Jul 5, 2021",@ Pittsburgh,REG,L,11-1,-190,O,9.0,ATL,2021,20210705,84,0.6551724137931034,0
"Jul 6, 2021",@ Pittsburgh,REG,L,2-1,-183,U,9.0,ATL,2021,20210706,85,0.646643109540636,0
"Jul 7, 2021",@ Pittsburgh,REG,W,14-3,-152,O,9.5,ATL,2021,20210707,86,0.6031746031746033,0
"Jul 9, 2021",@ Miami,REG,W,5-0,-150,U,8.0,ATL,2021,20210709,87,0.6,0
"Jul 10, 2021",@ Miami,REG,W,5-4,103,O,7.0,ATL,2021,20210710,88,0.49261083743842365,0
"Jul 11, 2021",@ Miami,REG,L,7-4,118,O,6.5,ATL,2021,20210711,89,0.45871559633027525,0
"Jul 16, 2021",vs Tampa Bay,REG,L,7-6,-125,O,8.5,ATL,2021,20210716,90,0.5555555555555556,0
"Jul 17, 2021",vs Tampa Bay,REG,W,9-0,-120,O,8.5,ATL,2021,20210717,91,0.5454545454545454,0
"Jul 18, 2021",vs Tampa Bay,REG,L,7-5,-109,O,9.0,ATL,2021,20210718,92,0.5215311004784688,0
"Jul 20, 2021",vs San Diego,REG,W,2-1,155,U,9.0,ATL,2021,20210720,93,0.39215686274509803,0
"Jul 21, 2021",vs San Diego,REG,L,3-2,107,U,7.5,ATL,2021,20210721,94,0.4830917874396135,0
"Jul 22, 2021",@ Philadelphia,REG,W,7-2,-141,O,8.5,ATL,2021,20210722,95,0.5850622406639003,0
"Jul 23, 2021",@ Philadelphia,REG,L,5-1,140,U,7.5,ATL,2021,20210723,96,0.4166666666666667,0
"Jul 24, 2021",@ Philadelphia,REG,W,15-3,110,O,10.5,ATL,2021,20210724,97,0.47619047619047616,0
"Jul 25, 2021",@ Philadelphia,REG,L,2-1,145,U,9.5,ATL,2021,20210725,98,0.40816326530612246,0
"Jul 26, 2021",@ NY Mets,REG,W,2-0,135,U,6.5,ATL,2021,20210726,99,0.425531914893617,1
"Jul 26, 2021",@ NY Mets,REG,L,1-0,155,U,7.0,ATL,2021,20210726,100,0.39215686274509803,2
"Jul 27, 2021",@ NY Mets,REG,W,12-5,-144,O,9.0,ATL,2021,20210727,101,0.5901639344262295,0
"Jul 28, 2021",@ NY Mets,REG,L,2-1,115,U,8.0,ATL,2021,20210728,102,0.46511627906976744,0
"Jul 29, 2021",@ NY Mets,REG,W,6-3,110,O,8.5,ATL,2021,20210729,103,0.47619047619047616,0
"Jul 30, 2021",vs Milwaukee,REG,L,9-5,130,O,8.5,ATL,2021,20210730,104,0.43478260869565216,0
"Jul 31, 2021",vs Milwaukee,REG,W,8-1,126,P,9.0,ATL,2021,20210731,105,0.4424778761061947,0
"Aug 1, 2021",vs Milwaukee,REG,L,2-1,-167,U,9.0,ATL,2021,20210801,106,0.6254681647940075,0
"Aug 3, 2021",@ St. Louis,REG,W,6-1,-130,U,8.5,ATL,2021,20210803,107,0.5652173913043479,0
"Aug 4, 2021",@ St. Louis,REG,W,7-4,-104,O,9.0,ATL,2021,20210804,108,0.5098039215686274,0
"Aug 5, 2021",@ St. Louis,REG,W,8-4,-121,O,9.0,ATL,2021,20210805,109,0.5475113122171946,0
"Aug 6, 2021",vs Washington,REG,W,8-4,-190,O,9.0,ATL,2021,20210806,110,0.6551724137931034,0
