Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Mar 28, 2019",@ Seattle,REG,L,12-4,-200,O,7.0,BOS,2019,20190328,1,0.6666666666666667,0
"Mar 29, 2019",@ Seattle,REG,W,7-6,-130,O,8.0,BOS,2019,20190329,2,0.5652173913043479,0
"Mar 30, 2019",@ Seattle,REG,L,6-5,-160,O,8.5,BOS,2019,20190330,3,0.6153846153846154,0
"Mar 31, 2019",@ Seattle,REG,L,10-8,-138,O,8.5,BOS,2019,20190331,4,0.5798319327731092,0
"Apr 1, 2019",@ Oakland,REG,L,7-0,-137,U,9.0,BOS,2019,20190401,5,0.5780590717299579,0
"Apr 2, 2019",@ Oakland,REG,L,1-0,-166,U,8.0,BOS,2019,20190402,6,0.6240601503759399,0
"Apr 3, 2019",@ Oakland,REG,W,6-3,-137,O,8.5,BOS,2019,20190403,7,0.5780590717299579,0
"Apr 4, 2019",@ Oakland,REG,L,7-3,-110,O,8.5,BOS,2019,20190404,8,0.5238095238095238,0
"Apr 5, 2019",@ Arizona,REG,L,15-8,-124,O,9.0,BOS,2019,20190405,9,0.5535714285714286,0
"Apr 6, 2019",@ Arizona,REG,L,5-4,-133,P,9.0,BOS,2019,20190406,10,0.5708154506437768,0
"Apr 7, 2019",@ Arizona,REG,W,1-0,-104,U,9.5,BOS,2019,20190407,11,0.5098039215686274,0
"Apr 9, 2019",vs Toronto,REG,L,7-5,-250,O,8.0,BOS,2019,20190409,12,0.7142857142857143,0
"Apr 11, 2019",vs Toronto,REG,W,7-6,-170,O,9.0,BOS,2019,20190411,13,0.6296296296296297,0
"Apr 12, 2019",vs Baltimore,REG,W,6-4,-260,U,10.5,BOS,2019,20190412,14,0.7222222222222222,0
"Apr 13, 2019",vs Baltimore,REG,L,9-5,-275,O,11.0,BOS,2019,20190413,15,0.7333333333333334,0
"Apr 14, 2019",vs Baltimore,REG,W,4-0,-245,U,9.5,BOS,2019,20190414,16,0.7101449275362319,0
"Apr 15, 2019",vs Baltimore,REG,L,8-1,-252,U,11.0,BOS,2019,20190415,17,0.7159090909090908,0
"Apr 16, 2019",@ NY Yankees,REG,L,8-0,-102,U,8.5,BOS,2019,20190416,18,0.504950495049505,0
"Apr 17, 2019",@ NY Yankees,REG,L,5-3,108,U,9.0,BOS,2019,20190417,19,0.4807692307692308,0
"Apr 19, 2019",@ Tampa Bay,REG,W,6-4,-110,O,8.5,BOS,2019,20190419,20,0.5238095238095238,0
"Apr 20, 2019",@ Tampa Bay,REG,W,6-5,124,O,8.0,BOS,2019,20190420,21,0.44642857142857145,0
"Apr 21, 2019",@ Tampa Bay,REG,W,4-3,100,U,8.0,BOS,2019,20190421,22,0.5,0
"Apr 23, 2019",vs Detroit,REG,L,7-4,-220,O,8.0,BOS,2019,20190423,23,0.6875,1
"Apr 23, 2019",vs Detroit,REG,L,4-2,-180,U,9.0,BOS,2019,20190423,24,0.6428571428571428,2
"Apr 24, 2019",vs Detroit,REG,W,11-4,-215,O,9.5,BOS,2019,20190424,25,0.6825396825396826,0
"Apr 25, 2019",vs Detroit,REG,W,7-3,-220,O,9.5,BOS,2019,20190425,26,0.6875,0
"Apr 27, 2019",vs Tampa Bay,REG,L,2-1,-125,U,9.0,BOS,2019,20190427,27,0.5555555555555556,0
"Apr 28, 2019",vs Tampa Bay,REG,L,5-2,-135,U,8.0,BOS,2019,20190428,28,0.574468085106383,0
"Apr 29, 2019",vs Oakland,REG,W,9-4,-129,O,9.0,BOS,2019,20190429,29,0.5633187772925764,0
"Apr 30, 2019",vs Oakland,REG,W,5-1,-160,U,9.5,BOS,2019,20190430,30,0.6153846153846154,0
"May 1, 2019",vs Oakland,REG,W,7-3,-143,O,9.5,BOS,2019,20190501,31,0.588477366255144,0
"May 2, 2019",@ Chi White Sox,REG,L,6-4,-200,O,9.0,BOS,2019,20190502,32,0.6666666666666667,0
"May 3, 2019",@ Chi White Sox,REG,W,6-1,-180,U,8.5,BOS,2019,20190503,33,0.6428571428571428,0
"May 4, 2019",@ Chi White Sox,REG,W,15-2,-173,O,9.0,BOS,2019,20190504,34,0.6336996336996337,0
"May 5, 2019",@ Chi White Sox,REG,W,9-2,-145,O,9.5,BOS,2019,20190505,35,0.5918367346938775,0
"May 6, 2019",@ Baltimore,REG,L,4-1,-165,U,9.5,BOS,2019,20190506,36,0.6226415094339622,0
"May 7, 2019",@ Baltimore,REG,W,8-5,-200,O,10.0,BOS,2019,20190507,37,0.6666666666666667,0
"May 8, 2019",@ Baltimore,REG,W,2-1,-300,U,8.5,BOS,2019,20190508,38,0.75,0
"May 10, 2019",vs Seattle,REG,W,14-1,-200,O,10.5,BOS,2019,20190510,39,0.6666666666666667,0
"May 11, 2019",vs Seattle,REG,W,9-5,-170,O,11.5,BOS,2019,20190511,40,0.6296296296296297,0
"May 12, 2019",vs Seattle,REG,W,11-2,-131,O,10.0,BOS,2019,20190512,41,0.5670995670995671,0
"May 14, 2019",vs Colorado,REG,L,5-4,-245,O,8.5,BOS,2019,20190514,42,0.7101449275362319,0
"May 15, 2019",vs Colorado,REG,W,6-5,-150,O,9.0,BOS,2019,20190515,43,0.6,0
"May 17, 2019",vs Houston,REG,L,3-1,132,U,9.5,BOS,2019,20190517,44,0.43103448275862066,0
"May 18, 2019",vs Houston,REG,L,7-3,100,U,10.5,BOS,2019,20190518,45,0.5,0
"May 19, 2019",vs Houston,REG,W,4-3,-200,U,9.5,BOS,2019,20190519,46,0.6666666666666667,0
"May 20, 2019",@ Toronto,REG,W,12-2,-220,O,9.0,BOS,2019,20190520,47,0.6875,0
"May 21, 2019",@ Toronto,REG,L,10-3,-140,O,8.5,BOS,2019,20190521,48,0.5833333333333333,0
"May 22, 2019",@ Toronto,REG,W,6-5,-146,O,9.0,BOS,2019,20190522,49,0.5934959349593496,0
"May 23, 2019",@ Toronto,REG,W,8-2,-131,P,10.0,BOS,2019,20190523,50,0.5670995670995671,0
"May 24, 2019",@ Houston,REG,L,4-3,-144,U,8.5,BOS,2019,20190524,51,0.5901639344262295,0
"May 25, 2019",@ Houston,REG,L,4-3,117,U,8.5,BOS,2019,20190525,52,0.4608294930875576,0
"May 26, 2019",@ Houston,REG,W,4-1,155,U,8.0,BOS,2019,20190526,53,0.39215686274509803,0
"May 27, 2019",vs Cleveland,REG,W,12-5,-180,O,10.5,BOS,2019,20190527,54,0.6428571428571428,0
"May 28, 2019",vs Cleveland,REG,L,7-5,-195,O,9.0,BOS,2019,20190528,55,0.6610169491525424,0
"May 29, 2019",vs Cleveland,REG,L,14-9,-107,O,9.0,BOS,2019,20190529,56,0.5169082125603865,0
"May 31, 2019",@ NY Yankees,REG,L,4-1,-144,U,9.0,BOS,2019,20190531,57,0.5901639344262295,0
"Jun 1, 2019",@ NY Yankees,REG,L,5-3,121,U,9.5,BOS,2019,20190601,58,0.45248868778280543,0
"Jun 2, 2019",@ NY Yankees,REG,W,8-5,-122,O,10.0,BOS,2019,20190602,59,0.5495495495495495,0
"Jun 4, 2019",@ Kansas City,REG,W,8-3,-200,O,10.0,BOS,2019,20190604,60,0.6666666666666667,0
"Jun 5, 2019",@ Kansas City,REG,W,8-0,-250,U,8.5,BOS,2019,20190605,61,0.7142857142857143,0
"Jun 6, 2019",@ Kansas City,REG,W,7-5,-130,O,10.0,BOS,2019,20190606,62,0.5652173913043479,0
"Jun 7, 2019",vs Tampa Bay,REG,L,5-1,-112,U,10.0,BOS,2019,20190607,63,0.5283018867924528,0
"Jun 8, 2019",vs Tampa Bay,REG,L,9-2,106,O,10.5,BOS,2019,20190608,64,0.4854368932038835,1
"Jun 8, 2019",vs Tampa Bay,REG,W,5-1,-155,U,9.0,BOS,2019,20190608,65,0.607843137254902,2
"Jun 9, 2019",vs Tampa Bay,REG,L,6-1,116,U,8.5,BOS,2019,20190609,66,0.46296296296296297,0
"Jun 10, 2019",vs Texas,REG,L,4-3,-260,U,7.5,BOS,2019,20190610,67,0.7222222222222222,0
"Jun 11, 2019",vs Texas,REG,L,9-5,-178,O,10.5,BOS,2019,20190611,68,0.6402877697841727,0
"Jun 12, 2019",vs Texas,REG,W,4-3,-159,U,9.5,BOS,2019,20190612,69,0.6138996138996139,0
"Jun 13, 2019",vs Texas,REG,W,7-6,-240,O,8.5,BOS,2019,20190613,70,0.7058823529411764,0
"Jun 14, 2019",@ Baltimore,REG,W,13-2,-260,O,10.0,BOS,2019,20190614,71,0.7222222222222222,0
"Jun 15, 2019",@ Baltimore,REG,W,7-2,-300,P,9.0,BOS,2019,20190615,72,0.75,0
"Jun 16, 2019",@ Baltimore,REG,W,8-6,-150,O,10.5,BOS,2019,20190616,73,0.6,0
"Jun 17, 2019",@ Minnesota,REG,W,2-0,133,U,10.5,BOS,2019,20190617,74,0.4291845493562232,0
"Jun 18, 2019",@ Minnesota,REG,L,4-3,-125,U,9.5,BOS,2019,20190618,75,0.5555555555555556,0
"Jun 19, 2019",@ Minnesota,REG,W,9-4,104,O,9.5,BOS,2019,20190619,76,0.49019607843137253,0
"Jun 21, 2019",vs Toronto,REG,W,7-5,-290,O,8.5,BOS,2019,20190621,77,0.7435897435897436,0
"Jun 22, 2019",vs Toronto,REG,L,8-7,-170,O,11.5,BOS,2019,20190622,78,0.6296296296296297,0
"Jun 23, 2019",vs Toronto,REG,L,6-1,-175,U,10.0,BOS,2019,20190623,79,0.6363636363636364,0
"Jun 24, 2019",vs Chi White Sox,REG,W,6-5,-170,O,9.0,BOS,2019,20190624,80,0.6296296296296297,0
"Jun 25, 2019",vs Chi White Sox,REG,W,6-3,-270,U,10.5,BOS,2019,20190625,81,0.7297297297297297,0
"Jun 26, 2019",vs Chi White Sox,REG,L,8-7,-360,O,9.0,BOS,2019,20190626,82,0.782608695652174,0
"Jun 29, 2019",vs NY Yankees,REG,L,17-13,132,O,11.5,BOS,2019,20190629,83,0.43103448275862066,0
"Jun 30, 2019",vs NY Yankees,REG,L,12-8,-105,O,15.0,BOS,2019,20190630,84,0.5121951219512195,0
"Jul 2, 2019",@ Toronto,REG,W,10-6,-160,O,10.0,BOS,2019,20190702,85,0.6153846153846154,0
"Jul 3, 2019",@ Toronto,REG,L,6-3,-265,U,9.5,BOS,2019,20190703,86,0.726027397260274,0
"Jul 4, 2019",@ Toronto,REG,W,8-7,-135,O,11.0,BOS,2019,20190704,87,0.574468085106383,0
"Jul 5, 2019",@ Detroit,REG,W,9-6,-240,O,11.0,BOS,2019,20190705,88,0.7058823529411764,0
"Jul 6, 2019",@ Detroit,REG,W,10-6,-171,O,10.5,BOS,2019,20190706,89,0.6309963099630996,0
"Jul 7, 2019",@ Detroit,REG,W,6-3,-300,U,10.5,BOS,2019,20190707,90,0.75,0
"Jul 12, 2019",vs LA Dodgers,REG,W,8-1,-111,U,10.5,BOS,2019,20190712,91,0.5260663507109005,0
"Jul 13, 2019",vs LA Dodgers,REG,L,11-2,-168,O,9.5,BOS,2019,20190713,92,0.6268656716417911,0
"Jul 14, 2019",vs LA Dodgers,REG,L,7-4,-105,O,9.5,BOS,2019,20190714,93,0.5121951219512195,0
"Jul 15, 2019",vs Toronto,REG,W,10-8,-180,O,11.0,BOS,2019,20190715,94,0.6428571428571428,0
"Jul 16, 2019",vs Toronto,REG,L,10-4,-185,O,11.5,BOS,2019,20190716,95,0.6491228070175439,0
"Jul 17, 2019",vs Toronto,REG,W,5-4,-260,U,11.0,BOS,2019,20190717,96,0.7222222222222222,0
"Jul 18, 2019",vs Toronto,REG,W,5-0,-300,U,10.0,BOS,2019,20190718,97,0.75,0
"Jul 19, 2019",@ Baltimore,REG,L,11-2,-210,O,10.0,BOS,2019,20190719,98,0.6774193548387097,0
"Jul 20, 2019",@ Baltimore,REG,W,17-6,-220,O,12.5,BOS,2019,20190720,99,0.6875,0
"Jul 21, 2019",@ Baltimore,REG,L,5-0,-210,U,12.5,BOS,2019,20190721,100,0.6774193548387097,0
"Jul 22, 2019",@ Tampa Bay,REG,W,9-4,-124,O,8.5,BOS,2019,20190722,101,0.5535714285714286,0
"Jul 23, 2019",@ Tampa Bay,REG,W,5-4,-158,O,7.5,BOS,2019,20190723,102,0.6124031007751938,0
"Jul 24, 2019",@ Tampa Bay,REG,L,3-2,-101,U,7.5,BOS,2019,20190724,103,0.5024875621890548,0
"Jul 25, 2019",vs NY Yankees,REG,W,19-3,100,O,11.0,BOS,2019,20190725,104,0.5,0
"Jul 26, 2019",vs NY Yankees,REG,W,10-5,115,O,11.5,BOS,2019,20190726,105,0.46511627906976744,0
"Jul 27, 2019",vs NY Yankees,REG,W,9-5,-145,O,11.5,BOS,2019,20190727,106,0.5918367346938775,0
"Jul 28, 2019",vs NY Yankees,REG,L,9-6,-170,O,10.0,BOS,2019,20190728,107,0.6296296296296297,0
"Jul 30, 2019",vs Tampa Bay,REG,L,6-5,-135,O,9.5,BOS,2019,20190730,108,0.574468085106383,0
"Jul 31, 2019",vs Tampa Bay,REG,L,8-5,-130,O,11.0,BOS,2019,20190731,109,0.5652173913043479,0
"Aug 1, 2019",vs Tampa Bay,REG,L,9-4,-117,O,11.0,BOS,2019,20190801,110,0.5391705069124424,0
"Aug 2, 2019",@ NY Yankees,REG,L,4-2,120,U,10.0,BOS,2019,20190802,111,0.45454545454545453,0
"Aug 3, 2019",@ NY Yankees,REG,L,9-2,-120,O,9.0,BOS,2019,20190803,112,0.5454545454545454,1
"Aug 3, 2019",@ NY Yankees,REG,L,6-4,128,U,11.0,BOS,2019,20190803,113,0.43859649122807015,2
"Aug 4, 2019",@ NY Yankees,REG,L,7-4,-132,O,10.0,BOS,2019,20190804,114,0.5689655172413793,0
"Aug 5, 2019",vs Kansas City,REG,W,7-5,-240,O,11.0,BOS,2019,20190805,115,0.7058823529411764,0
"Aug 6, 2019",vs Kansas City,REG,L,6-2,-190,U,11.0,BOS,2019,20190806,116,0.6551724137931034,0
"Aug 7, 2019",vs Kansas City,REG,W,5-4,-330,U,11.0,BOS,2019,20190807,117,0.7674418604651163,0
"Aug 8, 2019",vs LA Angels,REG,W,3-0,-235,U,11.0,BOS,2019,20190808,118,0.7014925373134329,0
"Aug 9, 2019",vs LA Angels,REG,W,16-4,-149,O,12.0,BOS,2019,20190809,119,0.5983935742971888,0
"Aug 10, 2019",vs LA Angels,REG,L,12-4,-149,O,11.5,BOS,2019,20190810,120,0.5983935742971888,0
"Aug 11, 2019",vs LA Angels,REG,L,5-4,-123,U,11.5,BOS,2019,20190811,121,0.5515695067264574,0
"Aug 12, 2019",@ Cleveland,REG,L,6-5,-116,O,10.5,BOS,2019,20190812,122,0.537037037037037,0
"Aug 13, 2019",@ Cleveland,REG,W,7-6,-103,O,7.5,BOS,2019,20190813,123,0.5073891625615763,0
"Aug 14, 2019",@ Cleveland,REG,W,5-1,170,U,9.0,BOS,2019,20190814,124,0.37037037037037035,0
"Aug 16, 2019",vs Baltimore,REG,W,9-1,-275,U,12.5,BOS,2019,20190816,125,0.7333333333333334,0
"Aug 17, 2019",vs Baltimore,REG,W,4-0,-320,U,10.5,BOS,2019,20190817,126,0.7619047619047619,0
"Aug 18, 2019",vs Baltimore,REG,W,13-7,-290,O,12.0,BOS,2019,20190818,127,0.7435897435897436,0
"Aug 20, 2019",vs Philadelphia,REG,L,3-2,-108,U,11.0,BOS,2019,20190820,128,0.5192307692307692,0
"Aug 21, 2019",vs Philadelphia,REG,L,5-2,-160,U,12.0,BOS,2019,20190821,129,0.6153846153846154,0
"Aug 23, 2019",@ San Diego,REG,W,11-0,-117,O,8.0,BOS,2019,20190823,130,0.5391705069124424,0
"Aug 24, 2019",@ San Diego,REG,W,5-4,-125,P,9.0,BOS,2019,20190824,131,0.5555555555555556,0
"Aug 25, 2019",@ San Diego,REG,L,3-1,102,U,9.5,BOS,2019,20190825,132,0.49504950495049505,0
"Aug 27, 2019",@ Colorado,REG,W,10-6,-138,O,13.5,BOS,2019,20190827,133,0.5798319327731092,0
"Aug 28, 2019",@ Colorado,REG,W,7-4,-180,U,13.5,BOS,2019,20190828,134,0.6428571428571428,0
"Aug 30, 2019",@ LA Angels,REG,W,7-6,-120,O,10.5,BOS,2019,20190830,135,0.5454545454545454,0
"Aug 31, 2019",@ LA Angels,REG,L,10-4,-105,O,10.5,BOS,2019,20190831,136,0.5121951219512195,0
"Sep 1, 2019",@ LA Angels,REG,W,4-3,-107,U,9.5,BOS,2019,20190901,137,0.5169082125603865,0
"Sep 3, 2019",vs Minnesota,REG,L,6-5,-135,U,11.5,BOS,2019,20190903,138,0.574468085106383,0
"Sep 4, 2019",vs Minnesota,REG,W,6-2,-150,U,11.0,BOS,2019,20190904,139,0.6,0
"Sep 5, 2019",vs Minnesota,REG,L,2-1,-143,U,11.5,BOS,2019,20190905,140,0.588477366255144,0
"Sep 6, 2019",vs NY Yankees,REG,W,6-1,116,U,10.5,BOS,2019,20190906,141,0.46296296296296297,0
"Sep 7, 2019",vs NY Yankees,REG,L,5-1,110,U,11.5,BOS,2019,20190907,142,0.47619047619047616,0
"Sep 8, 2019",vs NY Yankees,REG,L,10-5,107,O,11.0,BOS,2019,20190908,143,0.4830917874396135,0
"Sep 9, 2019",vs NY Yankees,REG,L,5-0,102,U,9.5,BOS,2019,20190909,144,0.49504950495049505,0
"Sep 10, 2019",@ Toronto,REG,L,4-3,-150,U,10.0,BOS,2019,20190910,145,0.6,0
"Sep 11, 2019",@ Toronto,REG,L,8-0,-130,U,11.0,BOS,2019,20190911,146,0.5652173913043479,0
"Sep 12, 2019",@ Toronto,REG,W,7-4,-135,O,10.5,BOS,2019,20190912,147,0.574468085106383,0
"Sep 14, 2019",@ Philadelphia,REG,W,2-1,110,U,8.5,BOS,2019,20190914,148,0.47619047619047616,0
"Sep 15, 2019",@ Philadelphia,REG,W,6-3,-110,U,10.5,BOS,2019,20190915,149,0.5238095238095238,0
"Sep 17, 2019",vs San Francisco,REG,L,7-6,-200,O,9.5,BOS,2019,20190917,150,0.6666666666666667,0
"Sep 18, 2019",vs San Francisco,REG,L,11-3,-160,O,9.5,BOS,2019,20190918,151,0.6153846153846154,0
"Sep 19, 2019",vs San Francisco,REG,W,5-4,-147,O,8.0,BOS,2019,20190919,152,0.5951417004048583,0
"Sep 20, 2019",@ Tampa Bay,REG,L,5-4,160,O,8.5,BOS,2019,20190920,153,0.38461538461538464,0
"Sep 21, 2019",@ Tampa Bay,REG,L,5-4,180,P,9.0,BOS,2019,20190921,154,0.35714285714285715,0
"Sep 22, 2019",@ Tampa Bay,REG,W,7-4,145,O,8.5,BOS,2019,20190922,155,0.40816326530612246,0
"Sep 23, 2019",@ Tampa Bay,REG,L,7-4,185,O,8.5,BOS,2019,20190923,156,0.3508771929824561,0
"Sep 24, 2019",@ Texas,REG,W,12-10,-225,O,10.5,BOS,2019,20190924,157,0.6923076923076923,0
"Sep 25, 2019",@ Texas,REG,W,10-3,-128,O,11.5,BOS,2019,20190925,158,0.5614035087719298,0
"Sep 26, 2019",@ Texas,REG,L,7-5,117,O,10.5,BOS,2019,20190926,159,0.4608294930875576,0
"Sep 27, 2019",vs Baltimore,REG,L,4-1,-200,U,10.5,BOS,2019,20190927,160,0.6666666666666667,0
"Sep 28, 2019",vs Baltimore,REG,L,9-4,-150,O,10.5,BOS,2019,20190928,161,0.6,0
"Sep 29, 2019",vs Baltimore,REG,W,5-4,-300,U,10.0,BOS,2019,20190929,162,0.75,0
