Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",vs Cleveland,REG,W,3-2,155,U,7.5,DET,2021,20210401,1,0.39215686274509803,0
"Apr 3, 2021",vs Cleveland,REG,W,5-2,147,U,8.0,DET,2021,20210403,2,0.4048582995951417,0
"Apr 4, 2021",vs Cleveland,REG,L,9-3,120,O,8.0,DET,2021,20210404,3,0.45454545454545453,0
"Apr 5, 2021",vs Minnesota,REG,L,15-6,145,O,9.0,DET,2021,20210405,4,0.40816326530612246,0
"Apr 6, 2021",vs Minnesota,REG,W,4-3,138,U,9.0,DET,2021,20210406,5,0.42016806722689076,0
"Apr 7, 2021",vs Minnesota,REG,L,3-2,165,U,8.5,DET,2021,20210407,6,0.37735849056603776,0
"Apr 9, 2021",@ Cleveland,REG,L,4-1,175,U,9.5,DET,2021,20210409,7,0.36363636363636365,0
"Apr 10, 2021",@ Cleveland,REG,L,11-3,150,O,9.0,DET,2021,20210410,8,0.4,0
"Apr 11, 2021",@ Cleveland,REG,L,5-2,156,U,9.5,DET,2021,20210411,9,0.390625,0
"Apr 12, 2021",@ Houston,REG,W,6-2,225,U,9.0,DET,2021,20210412,10,0.3076923076923077,0
"Apr 13, 2021",@ Houston,REG,W,8-2,165,O,9.0,DET,2021,20210413,11,0.37735849056603776,0
"Apr 14, 2021",@ Houston,REG,W,6-4,168,O,8.0,DET,2021,20210414,12,0.373134328358209,0
"Apr 15, 2021",@ Oakland,REG,L,8-4,158,O,8.5,DET,2021,20210415,13,0.3875968992248062,0
"Apr 16, 2021",@ Oakland,REG,L,3-0,178,U,8.5,DET,2021,20210416,14,0.3597122302158273,0
"Apr 17, 2021",@ Oakland,REG,L,7-0,114,U,9.0,DET,2021,20210417,15,0.4672897196261682,0
"Apr 18, 2021",@ Oakland,REG,L,3-2,140,U,8.5,DET,2021,20210418,16,0.4166666666666667,0
"Apr 21, 2021",vs Pittsburgh,REG,L,3-2,-124,U,5.5,DET,2021,20210421,17,0.5535714285714286,1
"Apr 21, 2021",vs Pittsburgh,REG,W,5-2,-130,O,6.0,DET,2021,20210421,18,0.5652173913043479,2
"Apr 22, 2021",vs Pittsburgh,REG,L,4-2,-120,U,8.5,DET,2021,20210422,19,0.5454545454545454,0
"Apr 23, 2021",vs Kansas City,REG,L,6-2,105,U,8.5,DET,2021,20210423,20,0.4878048780487805,0
"Apr 24, 2021",vs Kansas City,REG,L,2-1,105,U,8.0,DET,2021,20210424,21,0.4878048780487805,0
"Apr 25, 2021",vs Kansas City,REG,L,4-0,103,U,8.0,DET,2021,20210425,22,0.49261083743842365,0
"Apr 26, 2021",vs Kansas City,REG,L,3-2,-105,U,7.5,DET,2021,20210426,23,0.5121951219512195,0
"Apr 27, 2021",@ Chi White Sox,REG,W,5-2,220,U,8.0,DET,2021,20210427,24,0.3125,0
"Apr 29, 2021",@ Chi White Sox,REG,L,3-1,170,U,6.0,DET,2021,20210429,25,0.37037037037037035,1
"Apr 29, 2021",@ Chi White Sox,REG,L,11-0,135,O,6.0,DET,2021,20210429,26,0.425531914893617,2
"Apr 30, 2021",@ NY Yankees,REG,L,10-0,365,O,7.5,DET,2021,20210430,27,0.21505376344086022,0
"May 1, 2021",@ NY Yankees,REG,L,6-4,195,O,8.5,DET,2021,20210501,28,0.3389830508474576,0
"May 2, 2021",@ NY Yankees,REG,L,2-0,210,U,9.0,DET,2021,20210502,29,0.3225806451612903,0
"May 4, 2021",@ Boston,REG,L,11-7,157,O,8.5,DET,2021,20210504,30,0.38910505836575876,0
"May 5, 2021",@ Boston,REG,W,6-5,165,O,9.0,DET,2021,20210505,31,0.37735849056603776,0
"May 6, 2021",@ Boston,REG,L,12-9,170,O,8.0,DET,2021,20210506,32,0.37037037037037035,0
"May 7, 2021",vs Minnesota,REG,L,7-3,130,O,9.0,DET,2021,20210507,33,0.43478260869565216,0
"May 8, 2021",vs Minnesota,REG,W,7-3,165,O,7.5,DET,2021,20210508,34,0.37735849056603776,0
"May 11, 2021",vs Kansas City,REG,W,8-7,115,O,8.0,DET,2021,20210511,35,0.46511627906976744,0
"May 12, 2021",vs Kansas City,REG,W,4-2,132,U,8.0,DET,2021,20210512,36,0.43103448275862066,0
