Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",vs Atlanta,REG,W,3-2,-125,U,7.5,PHI,2021,20210401,1,0.5555555555555556,0
"Apr 3, 2021",vs Atlanta,REG,W,4-0,101,U,8.0,PHI,2021,20210403,2,0.4975124378109453,0
"Apr 4, 2021",vs Atlanta,REG,W,2-1,105,U,8.5,PHI,2021,20210404,3,0.4878048780487805,0
"Apr 5, 2021",vs NY Mets,REG,W,5-3,180,O,7.5,PHI,2021,20210405,4,0.35714285714285715,0
"Apr 6, 2021",vs NY Mets,REG,L,8-4,114,O,9.0,PHI,2021,20210406,5,0.4672897196261682,0
"Apr 7, 2021",vs NY Mets,REG,W,8-2,-166,O,8.5,PHI,2021,20210407,6,0.6240601503759399,0
"Apr 9, 2021",@ Atlanta,REG,L,8-1,115,O,7.5,PHI,2021,20210409,7,0.46511627906976744,0
"Apr 10, 2021",@ Atlanta,REG,L,5-4,130,O,8.0,PHI,2021,20210410,8,0.43478260869565216,0
"Apr 11, 2021",@ Atlanta,REG,W,7-6,148,O,9.0,PHI,2021,20210411,9,0.4032258064516129,0
"Apr 13, 2021",@ NY Mets,REG,L,4-3,138,O,6.5,PHI,2021,20210413,10,0.42016806722689076,1
"Apr 13, 2021",@ NY Mets,REG,L,4-0,-118,U,5.5,PHI,2021,20210413,11,0.5412844036697247,2
"Apr 14, 2021",@ NY Mets,REG,L,5-1,-112,U,8.0,PHI,2021,20210414,12,0.5283018867924528,0
"Apr 16, 2021",vs St. Louis,REG,W,9-2,-140,O,8.0,PHI,2021,20210416,13,0.5833333333333333,0
"Apr 17, 2021",vs St. Louis,REG,L,9-4,-106,O,8.5,PHI,2021,20210417,14,0.5145631067961165,0
"Apr 18, 2021",vs St. Louis,REG,W,2-0,-168,U,8.0,PHI,2021,20210418,15,0.6268656716417911,0
"Apr 19, 2021",vs San Francisco,REG,L,2-0,-102,U,8.5,PHI,2021,20210419,16,0.504950495049505,0
"Apr 20, 2021",vs San Francisco,REG,L,10-7,-142,O,8.5,PHI,2021,20210420,17,0.5867768595041323,0
"Apr 21, 2021",vs San Francisco,REG,W,6-5,-118,O,8.0,PHI,2021,20210421,18,0.5412844036697247,0
"Apr 23, 2021",@ Colorado,REG,L,5-4,115,U,10.5,PHI,2021,20210423,19,0.46511627906976744,0
"Apr 24, 2021",@ Colorado,REG,W,7-5,-175,O,10.0,PHI,2021,20210424,20,0.6363636363636364,0
"Apr 25, 2021",@ Colorado,REG,L,12-2,-102,O,11.5,PHI,2021,20210425,21,0.504950495049505,0
"Apr 26, 2021",@ St. Louis,REG,W,2-1,-106,U,8.5,PHI,2021,20210426,22,0.5145631067961165,0
"Apr 27, 2021",@ St. Louis,REG,L,5-2,-109,U,8.5,PHI,2021,20210427,23,0.5215311004784688,0
