Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",@ Kansas City,REG,L,14-10,148,O,8.5,TEX,2021,20210401,1,0.4032258064516129,0
"Apr 3, 2021",@ Kansas City,REG,L,11-4,148,O,9.0,TEX,2021,20210403,2,0.4032258064516129,0
"Apr 4, 2021",@ Kansas City,REG,W,7-3,150,P,10.0,TEX,2021,20210404,3,0.4,0
"Apr 5, 2021",vs Toronto,REG,L,6-2,138,U,9.5,TEX,2021,20210405,4,0.42016806722689076,0
"Apr 6, 2021",vs Toronto,REG,W,7-4,128,O,9.5,TEX,2021,20210406,5,0.43859649122807015,0
"Apr 7, 2021",vs Toronto,REG,W,2-1,178,U,8.5,TEX,2021,20210407,6,0.3597122302158273,0
"Apr 9, 2021",vs San Diego,REG,L,3-0,170,U,9.0,TEX,2021,20210409,7,0.37037037037037035,0
"Apr 10, 2021",vs San Diego,REG,L,7-4,140,O,9.0,TEX,2021,20210410,8,0.4166666666666667,0
"Apr 11, 2021",vs San Diego,REG,L,2-0,153,U,9.0,TEX,2021,20210411,9,0.3952569169960474,0
"Apr 12, 2021",@ Tampa Bay,REG,L,1-0,185,U,7.0,TEX,2021,20210412,10,0.3508771929824561,0
"Apr 13, 2021",@ Tampa Bay,REG,W,8-3,152,O,8.0,TEX,2021,20210413,11,0.3968253968253968,0
"Apr 14, 2021",@ Tampa Bay,REG,W,5-1,170,U,8.0,TEX,2021,20210414,12,0.37037037037037035,0
"Apr 15, 2021",@ Tampa Bay,REG,W,6-4,165,O,8.0,TEX,2021,20210415,13,0.37735849056603776,0
"Apr 16, 2021",vs Baltimore,REG,L,5-2,-125,U,8.5,TEX,2021,20210416,14,0.5555555555555556,0
"Apr 17, 2021",vs Baltimore,REG,L,6-1,-135,U,8.5,TEX,2021,20210417,15,0.574468085106383,0
"Apr 18, 2021",vs Baltimore,REG,W,1-0,103,U,8.0,TEX,2021,20210418,16,0.49261083743842365,0
"Apr 19, 2021",@ LA Angels,REG,W,6-4,195,O,8.5,TEX,2021,20210419,17,0.3389830508474576,0
"Apr 20, 2021",@ LA Angels,REG,L,6-2,170,U,8.5,TEX,2021,20210420,18,0.37037037037037035,0
"Apr 21, 2021",@ LA Angels,REG,W,7-4,160,O,9.0,TEX,2021,20210421,19,0.38461538461538464,0
"Apr 23, 2021",@ Chi White Sox,REG,L,9-7,127,O,8.0,TEX,2021,20210423,20,0.44052863436123346,0
"Apr 24, 2021",@ Chi White Sox,REG,L,2-1,157,U,8.0,TEX,2021,20210424,21,0.38910505836575876,0
"Apr 25, 2021",@ Chi White Sox,REG,L,8-4,155,O,7.5,TEX,2021,20210425,22,0.39215686274509803,0
"Apr 26, 2021",vs LA Angels,REG,L,9-4,152,O,9.0,TEX,2021,20210426,23,0.3968253968253968,0
"Apr 27, 2021",vs LA Angels,REG,W,6-1,140,U,9.0,TEX,2021,20210427,24,0.4166666666666667,0
"Apr 28, 2021",vs LA Angels,REG,L,4-3,118,U,8.5,TEX,2021,20210428,25,0.45871559633027525,0
"Apr 29, 2021",vs Boston,REG,W,4-1,-103,U,9.0,TEX,2021,20210429,26,0.5073891625615763,0
"Apr 30, 2021",vs Boston,REG,L,6-1,145,U,8.5,TEX,2021,20210430,27,0.40816326530612246,0
"May 1, 2021",vs Boston,REG,W,8-6,160,O,8.5,TEX,2021,20210501,28,0.38461538461538464,0
"May 2, 2021",vs Boston,REG,W,5-3,110,U,9.0,TEX,2021,20210502,29,0.47619047619047616,0
"May 3, 2021",@ Minnesota,REG,L,6-5,160,O,8.5,TEX,2021,20210503,30,0.38461538461538464,0
"May 4, 2021",@ Minnesota,REG,W,6-3,143,O,8.5,TEX,2021,20210504,31,0.411522633744856,0
"May 5, 2021",@ Minnesota,REG,W,3-1,163,U,8.5,TEX,2021,20210505,32,0.38022813688212925,0
"May 6, 2021",@ Minnesota,REG,W,4-3,162,U,8.5,TEX,2021,20210506,33,0.3816793893129771,0
"May 7, 2021",vs Seattle,REG,L,5-4,-120,O,8.5,TEX,2021,20210507,34,0.5454545454545454,0
"May 8, 2021",vs Seattle,REG,W,9-8,-105,O,9.5,TEX,2021,20210508,35,0.5121951219512195,0
"May 9, 2021",vs Seattle,REG,W,10-2,-135,O,8.0,TEX,2021,20210509,36,0.574468085106383,0
"May 10, 2021",@ San Francisco,REG,L,3-1,127,U,7.0,TEX,2021,20210510,37,0.44052863436123346,0
"May 11, 2021",@ San Francisco,REG,L,4-2,132,U,8.5,TEX,2021,20210511,38,0.43103448275862066,0
"May 13, 2021",@ Houston,REG,L,4-3,185,U,9.0,TEX,2021,20210513,39,0.3508771929824561,0
"May 14, 2021",@ Houston,REG,L,10-4,190,O,9.0,TEX,2021,20210514,40,0.3448275862068966,0
"May 15, 2021",@ Houston,REG,L,6-5,142,O,8.5,TEX,2021,20210515,41,0.4132231404958678,0
"May 16, 2021",@ Houston,REG,L,6-2,156,O,7.5,TEX,2021,20210516,42,0.390625,0
"May 17, 2021",vs NY Yankees,REG,W,5-2,235,U,7.5,TEX,2021,20210517,43,0.29850746268656714,0
"May 18, 2021",vs NY Yankees,REG,L,7-4,133,O,8.5,TEX,2021,20210518,44,0.4291845493562232,0
"May 19, 2021",vs NY Yankees,REG,L,2-0,159,U,9.0,TEX,2021,20210519,45,0.3861003861003861,0
"May 20, 2021",vs NY Yankees,REG,L,2-0,105,U,7.5,TEX,2021,20210520,46,0.4878048780487805,0
"May 21, 2021",vs Houston,REG,W,7-5,113,O,9.0,TEX,2021,20210521,47,0.4694835680751174,0
"May 22, 2021",vs Houston,REG,W,8-4,158,O,9.0,TEX,2021,20210522,48,0.3875968992248062,0
"May 23, 2021",vs Houston,REG,W,3-2,134,U,9.0,TEX,2021,20210523,49,0.42735042735042733,0
"May 25, 2021",@ LA Angels,REG,L,11-5,165,O,8.5,TEX,2021,20210525,50,0.37735849056603776,0
"May 26, 2021",@ LA Angels,REG,L,9-8,-111,O,9.0,TEX,2021,20210526,51,0.5260663507109005,0
"May 27, 2021",@ Seattle,REG,L,5-0,-105,U,8.5,TEX,2021,20210527,52,0.5121951219512195,0
"May 28, 2021",@ Seattle,REG,L,3-2,108,U,8.5,TEX,2021,20210528,53,0.4807692307692308,0
"May 29, 2021",@ Seattle,REG,L,3-2,-104,U,8.5,TEX,2021,20210529,54,0.5098039215686274,0
"May 30, 2021",@ Seattle,REG,L,4-2,132,U,8.0,TEX,2021,20210530,55,0.43103448275862066,0
