Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 8, 2022",vs Miami,REG,W,6-5,-142,O,7.5,SFN,2022,20220408,1,0.5867768595041323,0
"Apr 9, 2022",vs Miami,REG,L,2-1,-142,U,7.5,SFN,2022,20220409,2,0.5867768595041323,0
"Apr 10, 2022",vs Miami,REG,W,3-2,-115,U,7.5,SFN,2022,20220410,3,0.5348837209302326,0
"Apr 11, 2022",vs San Diego,REG,L,4-2,-149,U,8.5,SFN,2022,20220411,4,0.5983935742971888,0
"Apr 12, 2022",vs San Diego,REG,W,13-2,-125,O,7.5,SFN,2022,20220412,5,0.5555555555555556,0
"Apr 13, 2022",vs San Diego,REG,W,2-1,-113,U,7.0,SFN,2022,20220413,6,0.5305164319248826,0
"Apr 15, 2022",@ Cleveland,REG,W,4-1,-150,U,7.5,SFN,2022,20220415,7,0.6,0
"Apr 16, 2022",@ Cleveland,REG,W,4-2,-102,U,8.0,SFN,2022,20220416,8,0.504950495049505,0
"Apr 17, 2022",@ Cleveland,REG,W,8-1,-123,O,7.5,SFN,2022,20220417,9,0.5515695067264574,0
"Apr 19, 2022",@ NY Mets,REG,L,5-4,112,O,7.0,SFN,2022,20220419,10,0.4716981132075472,1
"Apr 19, 2022",@ NY Mets,REG,L,3-1,105,U,6.5,SFN,2022,20220419,11,0.4878048780487805,2
"Apr 20, 2022",@ NY Mets,REG,W,5-2,-125,O,6.5,SFN,2022,20220420,12,0.5555555555555556,0
"Apr 21, 2022",@ NY Mets,REG,L,6-2,115,P,8.0,SFN,2022,20220421,13,0.46511627906976744,0
"Apr 22, 2022",@ Washington,REG,W,7-1,-131,U,8.5,SFN,2022,20220422,14,0.5670995670995671,0
"Apr 23, 2022",@ Washington,REG,W,5-2,-165,U,8.0,SFN,2022,20220423,15,0.6226415094339622,0
"Apr 24, 2022",@ Washington,REG,W,12-3,-177,O,8.5,SFN,2022,20220424,16,0.6389891696750902,0
"Apr 25, 2022",@ Milwaukee,REG,W,4-2,170,U,7.0,SFN,2022,20220425,17,0.37037037037037035,0
"Apr 26, 2022",vs Oakland,REG,W,8-2,-240,O,6.5,SFN,2022,20220426,18,0.7058823529411764,0
"Apr 27, 2022",vs Oakland,REG,L,1-0,-155,U,7.0,SFN,2022,20220427,19,0.607843137254902,0
"Apr 29, 2022",vs Washington,REG,L,14-4,-220,O,7.5,SFN,2022,20220429,20,0.6875,0
"Apr 30, 2022",vs Washington,REG,W,9-3,-235,O,7.5,SFN,2022,20220430,21,0.7014925373134329,0
"May 1, 2022",vs Washington,REG,L,11-5,-170,O,7.5,SFN,2022,20220501,22,0.6296296296296297,0
"May 3, 2022",@ LA Dodgers,REG,L,3-1,126,U,7.0,SFN,2022,20220503,23,0.4424778761061947,0
"May 4, 2022",@ LA Dodgers,REG,L,9-1,155,O,7.5,SFN,2022,20220504,24,0.39215686274509803,0
"May 5, 2022",vs St. Louis,REG,L,7-1,-109,O,7.5,SFN,2022,20220505,25,0.5215311004784688,0
"May 6, 2022",vs St. Louis,REG,L,3-2,-135,U,7.0,SFN,2022,20220506,26,0.574468085106383,0
"May 7, 2022",vs St. Louis,REG,W,13-7,-128,O,7.0,SFN,2022,20220507,27,0.5614035087719298,0
"May 8, 2022",vs St. Louis,REG,W,4-3,-130,U,8.0,SFN,2022,20220508,28,0.5652173913043479,0
"May 9, 2022",vs Colorado,REG,W,8-5,-250,O,6.5,SFN,2022,20220509,29,0.7142857142857143,0
"May 10, 2022",vs Colorado,REG,W,9-2,-205,O,7.5,SFN,2022,20220510,30,0.6721311475409837,0
"May 11, 2022",vs Colorado,REG,W,7-1,-210,O,7.5,SFN,2022,20220511,31,0.6774193548387097,0
"May 13, 2022",@ St. Louis,REG,W,8-2,-125,O,7.5,SFN,2022,20220513,32,0.5555555555555556,0
"May 14, 2022",@ St. Louis,REG,L,4-0,-125,U,9.0,SFN,2022,20220514,33,0.5555555555555556,0
"May 15, 2022",@ St. Louis,REG,L,15-6,-135,O,7.0,SFN,2022,20220515,34,0.574468085106383,0
"May 16, 2022",@ Colorado,REG,W,7-6,-170,O,12.0,SFN,2022,20220516,35,0.6296296296296297,0
"May 17, 2022",@ Colorado,REG,W,10-7,-152,O,11.0,SFN,2022,20220517,36,0.6031746031746033,0
"May 18, 2022",@ Colorado,REG,L,5-3,-175,U,11.0,SFN,2022,20220518,37,0.6363636363636364,0
"May 20, 2022",vs San Diego,REG,L,8-7,-120,O,7.5,SFN,2022,20220520,38,0.5454545454545454,0
"May 21, 2022",vs San Diego,REG,L,2-1,-148,U,7.0,SFN,2022,20220521,39,0.5967741935483871,0
"May 22, 2022",vs San Diego,REG,L,10-1,-132,O,7.5,SFN,2022,20220522,40,0.5689655172413793,0
"May 23, 2022",vs NY Mets,REG,L,13-3,-138,O,7.5,SFN,2022,20220523,41,0.5798319327731092,0
"May 24, 2022",vs NY Mets,REG,W,13-12,-115,O,7.5,SFN,2022,20220524,42,0.5348837209302326,0
"May 25, 2022",vs NY Mets,REG,W,9-3,-112,O,9.0,SFN,2022,20220525,43,0.5283018867924528,0
"May 27, 2022",@ Cincinnati,REG,L,5-1,-200,U,8.5,SFN,2022,20220527,44,0.6666666666666667,0
"May 28, 2022",@ Cincinnati,REG,L,3-2,-180,U,10.0,SFN,2022,20220528,45,0.6428571428571428,0
"May 29, 2022",@ Cincinnati,REG,W,6-4,-157,O,8.5,SFN,2022,20220529,46,0.6108949416342413,0
"May 30, 2022",@ Philadelphia,REG,W,5-4,-120,U,9.5,SFN,2022,20220530,47,0.5454545454545454,0
"May 31, 2022",@ Philadelphia,REG,W,7-4,126,O,9.0,SFN,2022,20220531,48,0.4424778761061947,0
"Jun 1, 2022",@ Philadelphia,REG,L,6-5,105,O,7.5,SFN,2022,20220601,49,0.4878048780487805,0
"Jun 2, 2022",@ Miami,REG,L,3-0,124,U,7.0,SFN,2022,20220602,50,0.44642857142857145,0
"Jun 3, 2022",@ Miami,REG,W,15-6,-115,O,8.0,SFN,2022,20220603,51,0.5348837209302326,0
"Jun 4, 2022",@ Miami,REG,L,5-4,-110,O,7.0,SFN,2022,20220604,52,0.5238095238095238,0
