Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 6, 2021",vs Atlanta,REG,W,6-5,-112,O,7.5,WAS,2021,20210406,1,0.5283018867924528,0
"Apr 7, 2021",vs Atlanta,REG,L,7-6,160,O,6.5,WAS,2021,20210407,2,0.38461538461538464,1
"Apr 7, 2021",vs Atlanta,REG,L,2-0,-142,U,6.5,WAS,2021,20210407,3,0.5867768595041323,2
"Apr 9, 2021",@ LA Dodgers,REG,L,1-0,250,U,8.5,WAS,2021,20210409,4,0.2857142857142857,0
"Apr 10, 2021",@ LA Dodgers,REG,L,9-5,160,O,7.5,WAS,2021,20210410,5,0.38461538461538464,0
"Apr 11, 2021",@ LA Dodgers,REG,L,3-0,140,U,7.5,WAS,2021,20210411,6,0.4166666666666667,0
"Apr 12, 2021",@ St. Louis,REG,W,5-2,129,U,8.5,WAS,2021,20210412,7,0.4366812227074236,0
"Apr 13, 2021",@ St. Louis,REG,L,14-3,-101,O,7.0,WAS,2021,20210413,8,0.5024875621890548,0
"Apr 14, 2021",@ St. Louis,REG,W,6-0,105,U,8.5,WAS,2021,20210414,9,0.4878048780487805,0
"Apr 15, 2021",vs Arizona,REG,L,11-6,-175,O,8.5,WAS,2021,20210415,10,0.6363636363636364,0
"Apr 16, 2021",vs Arizona,REG,W,1-0,-189,U,8.0,WAS,2021,20210416,11,0.6539792387543253,0
"Apr 17, 2021",vs Arizona,REG,W,6-2,-112,U,8.5,WAS,2021,20210417,12,0.5283018867924528,0
"Apr 18, 2021",vs Arizona,REG,L,5-2,-139,U,9.0,WAS,2021,20210418,13,0.5815899581589958,0
"Apr 19, 2021",vs St. Louis,REG,L,12-5,102,O,8.0,WAS,2021,20210419,14,0.49504950495049505,0
"Apr 20, 2021",vs St. Louis,REG,W,3-2,-112,U,9.0,WAS,2021,20210420,15,0.5283018867924528,0
"Apr 21, 2021",vs St. Louis,REG,W,1-0,-158,U,7.5,WAS,2021,20210421,16,0.6124031007751938,0
"Apr 23, 2021",@ NY Mets,REG,L,6-0,257,U,7.0,WAS,2021,20210423,17,0.2801120448179272,0
"Apr 24, 2021",@ NY Mets,REG,W,7-1,170,P,8.0,WAS,2021,20210424,18,0.37037037037037035,0
"Apr 25, 2021",@ NY Mets,REG,L,4-0,135,U,7.5,WAS,2021,20210425,19,0.425531914893617,0
"Apr 27, 2021",@ Toronto,REG,L,9-5,-115,O,8.5,WAS,2021,20210427,20,0.5348837209302326,0
"Apr 28, 2021",@ Toronto,REG,W,8-2,160,O,9.5,WAS,2021,20210428,21,0.38461538461538464,0
"Apr 30, 2021",vs Miami,REG,W,2-1,115,U,8.0,WAS,2021,20210430,22,0.46511627906976744,0
"May 1, 2021",vs Miami,REG,W,7-2,-150,O,8.5,WAS,2021,20210501,23,0.6,0
"May 2, 2021",vs Miami,REG,W,3-1,-155,U,7.0,WAS,2021,20210502,24,0.607843137254902,0
"May 4, 2021",vs Atlanta,REG,L,6-1,120,U,9.0,WAS,2021,20210504,25,0.45454545454545453,0
"May 5, 2021",vs Atlanta,REG,L,5-3,122,U,9.0,WAS,2021,20210505,26,0.45045045045045046,0
"May 6, 2021",vs Atlanta,REG,L,3-2,100,U,9.0,WAS,2021,20210506,27,0.5,0
"May 7, 2021",@ NY Yankees,REG,W,11-4,158,O,8.5,WAS,2021,20210507,28,0.3875968992248062,0
"May 8, 2021",@ NY Yankees,REG,L,4-3,100,U,8.0,WAS,2021,20210508,29,0.5,0
"May 9, 2021",@ NY Yankees,REG,L,3-2,138,U,9.0,WAS,2021,20210509,30,0.42016806722689076,0
"May 11, 2021",vs Philadelphia,REG,L,6-2,-122,U,9.0,WAS,2021,20210511,31,0.5495495495495495,0
"May 12, 2021",vs Philadelphia,REG,L,5-2,117,U,8.0,WAS,2021,20210512,32,0.4608294930875576,0
"May 13, 2021",vs Philadelphia,REG,W,5-1,-105,U,8.0,WAS,2021,20210513,33,0.5121951219512195,0
"May 14, 2021",@ Arizona,REG,W,17-2,-200,O,9.0,WAS,2021,20210514,34,0.6666666666666667,0
"May 15, 2021",@ Arizona,REG,L,11-4,-121,O,10.0,WAS,2021,20210515,35,0.5475113122171946,0
"May 16, 2021",@ Arizona,REG,W,3-0,-105,U,9.0,WAS,2021,20210516,36,0.5121951219512195,0
"May 17, 2021",@ Chi Cubs,REG,L,7-3,146,O,8.0,WAS,2021,20210517,37,0.4065040650406504,0
"May 18, 2021",@ Chi Cubs,REG,L,6-3,-103,P,9.0,WAS,2021,20210518,38,0.5073891625615763,0
"May 19, 2021",@ Chi Cubs,REG,W,4-3,-150,U,9.0,WAS,2021,20210519,39,0.6,0
"May 20, 2021",@ Chi Cubs,REG,L,5-2,103,U,10.5,WAS,2021,20210520,40,0.49261083743842365,0
"May 21, 2021",vs Baltimore,REG,W,4-2,-200,U,8.5,WAS,2021,20210521,41,0.6666666666666667,0
"May 22, 2021",vs Baltimore,REG,W,12-9,-149,O,9.5,WAS,2021,20210522,42,0.5983935742971888,0
"May 23, 2021",vs Baltimore,REG,W,6-5,-178,O,9.5,WAS,2021,20210523,43,0.6402877697841727,0
"May 25, 2021",vs Cincinnati,REG,L,2-1,-205,U,7.5,WAS,2021,20210525,44,0.6721311475409837,0
"May 26, 2021",vs Cincinnati,REG,W,5-3,-138,U,10.0,WAS,2021,20210526,45,0.5798319327731092,0
"May 27, 2021",vs Cincinnati,REG,L,3-0,-126,U,6.5,WAS,2021,20210527,46,0.5575221238938053,0
"May 29, 2021",vs Milwaukee,REG,L,4-1,101,U,5.5,WAS,2021,20210529,47,0.4975124378109453,1
"May 29, 2021",vs Milwaukee,REG,L,6-2,-120,O,6.5,WAS,2021,20210529,48,0.5454545454545454,2
"May 30, 2021",vs Milwaukee,REG,L,3-0,-110,U,6.0,WAS,2021,20210530,49,0.5238095238095238,0
"May 31, 2021",@ Atlanta,REG,L,5-3,178,U,8.5,WAS,2021,20210531,50,0.3597122302158273,0
"Jun 1, 2021",@ Atlanta,REG,W,11-6,125,O,8.5,WAS,2021,20210601,51,0.4444444444444444,0
"Jun 2, 2021",@ Atlanta,REG,W,5-3,140,U,10.0,WAS,2021,20210602,52,0.4166666666666667,0
