Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 7, 2022",vs Cincinnati,REG,L,6-3,-185,O,8.5,ATL,2022,20220407,1,0.6491228070175439,0
"Apr 8, 2022",vs Cincinnati,REG,W,7-6,-180,O,9.0,ATL,2022,20220408,2,0.6428571428571428,0
"Apr 9, 2022",vs Cincinnati,REG,W,2-1,-170,U,9.5,ATL,2022,20220409,3,0.6296296296296297,0
"Apr 10, 2022",vs Cincinnati,REG,L,6-3,-167,P,9.0,ATL,2022,20220410,4,0.6254681647940075,0
"Apr 11, 2022",vs Washington,REG,L,11-2,-230,O,9.5,ATL,2022,20220411,5,0.696969696969697,0
"Apr 12, 2022",vs Washington,REG,W,16-4,-170,O,9.5,ATL,2022,20220412,6,0.6296296296296297,0
"Apr 13, 2022",vs Washington,REG,L,3-1,-210,U,9.0,ATL,2022,20220413,7,0.6774193548387097,0
"Apr 14, 2022",@ San Diego,REG,L,12-1,-105,O,7.5,ATL,2022,20220414,8,0.5121951219512195,0
"Apr 15, 2022",@ San Diego,REG,W,5-2,-103,U,8.5,ATL,2022,20220415,9,0.5073891625615763,0
"Apr 16, 2022",@ San Diego,REG,W,5-2,-102,U,8.5,ATL,2022,20220416,10,0.504950495049505,0
"Apr 17, 2022",@ San Diego,REG,L,2-1,110,U,8.0,ATL,2022,20220417,11,0.47619047619047616,0
"Apr 18, 2022",@ LA Dodgers,REG,L,7-4,193,O,8.0,ATL,2022,20220418,12,0.3412969283276451,0
"Apr 19, 2022",@ LA Dodgers,REG,W,3-1,140,U,8.0,ATL,2022,20220419,13,0.4166666666666667,0
"Apr 20, 2022",@ LA Dodgers,REG,L,5-1,115,U,8.5,ATL,2022,20220420,14,0.46511627906976744,0
"Apr 22, 2022",vs Miami,REG,W,3-0,-135,U,8.0,ATL,2022,20220422,15,0.574468085106383,0
"Apr 23, 2022",vs Miami,REG,L,9-7,-152,O,7.5,ATL,2022,20220423,16,0.6031746031746033,0
