Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 8, 2022",vs Texas,REG,W,10-8,-158,O,9.0,TOR,2022,20220408,1,0.6124031007751938,0
"Apr 9, 2022",vs Texas,REG,W,4-3,-200,U,9.0,TOR,2022,20220409,2,0.6666666666666667,0
"Apr 10, 2022",vs Texas,REG,L,12-6,-220,O,9.5,TOR,2022,20220410,3,0.6875,0
"Apr 11, 2022",@ NY Yankees,REG,W,3-0,100,U,9.0,TOR,2022,20220411,4,0.5,0
"Apr 12, 2022",@ NY Yankees,REG,L,4-0,113,U,9.5,TOR,2022,20220412,5,0.4694835680751174,0
"Apr 13, 2022",@ NY Yankees,REG,W,6-4,151,O,8.0,TOR,2022,20220413,6,0.398406374501992,0
"Apr 14, 2022",@ NY Yankees,REG,L,3-0,126,U,8.5,TOR,2022,20220414,7,0.4424778761061947,0
"Apr 15, 2022",vs Oakland,REG,W,4-1,-190,U,9.0,TOR,2022,20220415,8,0.6551724137931034,0
"Apr 16, 2022",vs Oakland,REG,L,7-5,-200,O,8.5,TOR,2022,20220416,9,0.6666666666666667,0
"Apr 17, 2022",vs Oakland,REG,W,4-3,-275,U,8.5,TOR,2022,20220417,10,0.7333333333333334,0
"Apr 19, 2022",@ Boston,REG,L,2-1,125,U,9.5,TOR,2022,20220419,11,0.4444444444444444,0
"Apr 20, 2022",@ Boston,REG,W,6-1,-125,U,9.0,TOR,2022,20220420,12,0.5555555555555556,0
"Apr 21, 2022",@ Boston,REG,W,3-2,-115,U,8.5,TOR,2022,20220421,13,0.5348837209302326,0
"Apr 22, 2022",@ Houston,REG,W,4-3,161,U,8.0,TOR,2022,20220422,14,0.3831417624521073,0
"Apr 23, 2022",@ Houston,REG,W,3-2,-123,U,8.5,TOR,2022,20220423,15,0.5515695067264574,0
"Apr 24, 2022",@ Houston,REG,L,8-7,113,O,8.5,TOR,2022,20220424,16,0.4694835680751174,0
"Apr 25, 2022",vs Boston,REG,W,6-2,-122,P,8.0,TOR,2022,20220425,17,0.5495495495495495,0
"Apr 26, 2022",vs Boston,REG,W,6-5,-190,O,7.5,TOR,2022,20220426,18,0.6551724137931034,0
"Apr 27, 2022",vs Boston,REG,L,7-1,-120,U,8.5,TOR,2022,20220427,19,0.5454545454545454,0
"Apr 28, 2022",vs Boston,REG,W,1-0,-135,U,7.0,TOR,2022,20220428,20,0.574468085106383,0
"Apr 29, 2022",vs Houston,REG,L,11-7,-120,O,8.5,TOR,2022,20220429,21,0.5454545454545454,0
"Apr 30, 2022",vs Houston,REG,W,2-1,-155,U,8.0,TOR,2022,20220430,22,0.607843137254902,0
"May 1, 2022",vs Houston,REG,W,3-2,-175,U,7.5,TOR,2022,20220501,23,0.6363636363636364,0
"May 2, 2022",vs NY Yankees,REG,L,3-2,100,U,8.5,TOR,2022,20220502,24,0.5,0
"May 3, 2022",vs NY Yankees,REG,L,9-1,-135,O,7.5,TOR,2022,20220503,25,0.574468085106383,0
"May 4, 2022",vs NY Yankees,REG,W,2-1,130,U,8.5,TOR,2022,20220504,26,0.43478260869565216,0
"May 5, 2022",@ Cleveland,REG,L,6-5,-151,O,8.0,TOR,2022,20220505,27,0.601593625498008,0
"May 7, 2022",@ Cleveland,REG,W,8-3,-145,O,6.5,TOR,2022,20220507,28,0.5918367346938775,1
"May 7, 2022",@ Cleveland,REG,L,8-2,-127,O,7.5,TOR,2022,20220507,29,0.5594713656387665,2
"May 8, 2022",@ Cleveland,REG,L,4-3,-200,U,7.5,TOR,2022,20220508,30,0.6666666666666667,0
"May 10, 2022",@ NY Yankees,REG,L,6-5,155,O,7.5,TOR,2022,20220510,31,0.39215686274509803,0
"May 11, 2022",@ NY Yankees,REG,L,5-3,122,O,7.5,TOR,2022,20220511,32,0.45045045045045046,0
"May 13, 2022",@ Tampa Bay,REG,L,5-2,-122,O,6.5,TOR,2022,20220513,33,0.5495495495495495,0
"May 14, 2022",@ Tampa Bay,REG,W,5-1,-120,U,7.5,TOR,2022,20220514,34,0.5454545454545454,0
"May 15, 2022",@ Tampa Bay,REG,L,3-0,-120,U,7.0,TOR,2022,20220515,35,0.5454545454545454,0
"May 16, 2022",vs Seattle,REG,W,6-2,-163,U,9.0,TOR,2022,20220516,36,0.6197718631178708,0
"May 17, 2022",vs Seattle,REG,W,3-0,-137,U,8.0,TOR,2022,20220517,37,0.5780590717299579,0
"May 18, 2022",vs Seattle,REG,L,5-1,-240,U,8.0,TOR,2022,20220518,38,0.7058823529411764,0
"May 20, 2022",vs Cincinnati,REG,W,2-1,-180,U,8.0,TOR,2022,20220520,39,0.6428571428571428,0
"May 21, 2022",vs Cincinnati,REG,W,3-1,-240,U,8.5,TOR,2022,20220521,40,0.7058823529411764,0
"May 22, 2022",vs Cincinnati,REG,L,3-2,-250,U,8.5,TOR,2022,20220522,41,0.7142857142857143,0
"May 23, 2022",@ St. Louis,REG,L,7-3,100,O,7.5,TOR,2022,20220523,42,0.5,0
"May 24, 2022",@ St. Louis,REG,W,8-1,-136,O,7.0,TOR,2022,20220524,43,0.576271186440678,0
"May 26, 2022",@ LA Angels,REG,W,6-3,150,O,7.5,TOR,2022,20220526,44,0.4,0
"May 27, 2022",@ LA Angels,REG,W,4-3,-125,U,8.0,TOR,2022,20220527,45,0.5555555555555556,0
"May 28, 2022",@ LA Angels,REG,W,6-5,105,O,8.5,TOR,2022,20220528,46,0.4878048780487805,0
"May 29, 2022",@ LA Angels,REG,W,11-10,135,O,8.0,TOR,2022,20220529,47,0.425531914893617,0
"May 31, 2022",vs Chi White Sox,REG,W,6-5,-200,O,7.5,TOR,2022,20220531,48,0.6666666666666667,0
"Jun 1, 2022",vs Chi White Sox,REG,W,7-3,-118,O,8.5,TOR,2022,20220601,49,0.5412844036697247,0
"Jun 2, 2022",vs Chi White Sox,REG,W,8-3,-180,O,8.0,TOR,2022,20220602,50,0.6428571428571428,0
"Jun 3, 2022",vs Minnesota,REG,L,9-3,-240,O,9.5,TOR,2022,20220603,51,0.7058823529411764,0
"Jun 4, 2022",vs Minnesota,REG,W,12-3,-180,O,9.0,TOR,2022,20220604,52,0.6428571428571428,0
"Jun 5, 2022",vs Minnesota,REG,L,8-6,-250,O,8.5,TOR,2022,20220605,53,0.7142857142857143,0
"Jun 6, 2022",@ Kansas City,REG,W,8-0,-200,U,10.0,TOR,2022,20220606,54,0.6666666666666667,0
"Jun 7, 2022",@ Kansas City,REG,W,7-0,-220,U,8.5,TOR,2022,20220607,55,0.6875,0
"Jun 8, 2022",@ Kansas City,REG,L,8-4,-136,O,8.5,TOR,2022,20220608,56,0.576271186440678,0
"Jun 10, 2022",@ Detroit,REG,W,10-1,-215,O,9.0,TOR,2022,20220610,57,0.6825396825396826,0
"Jun 11, 2022",@ Detroit,REG,L,3-1,-265,U,8.5,TOR,2022,20220611,58,0.726027397260274,0
"Jun 12, 2022",@ Detroit,REG,W,6-0,-123,U,8.5,TOR,2022,20220612,59,0.5515695067264574,0
"Jun 13, 2022",vs Baltimore,REG,W,11-1,-275,O,8.5,TOR,2022,20220613,60,0.7333333333333334,0
"Jun 14, 2022",vs Baltimore,REG,L,6-5,-215,O,9.0,TOR,2022,20220614,61,0.6825396825396826,0
"Jun 15, 2022",vs Baltimore,REG,W,7-6,-320,O,9.5,TOR,2022,20220615,62,0.7619047619047619,0
"Jun 16, 2022",vs Baltimore,REG,L,10-2,-260,O,8.5,TOR,2022,20220616,63,0.7222222222222222,0
"Jun 17, 2022",vs NY Yankees,REG,L,12-3,-105,O,9.0,TOR,2022,20220617,64,0.5121951219512195,0
"Jun 18, 2022",vs NY Yankees,REG,L,4-0,-145,U,8.5,TOR,2022,20220618,65,0.5918367346938775,0
"Jun 19, 2022",vs NY Yankees,REG,W,10-9,145,O,9.0,TOR,2022,20220619,66,0.40816326530612246,0
"Jun 20, 2022",@ Chi White Sox,REG,L,8-7,-125,O,9.0,TOR,2022,20220620,67,0.5555555555555556,0
"Jun 21, 2022",@ Chi White Sox,REG,L,7-6,-125,O,9.0,TOR,2022,20220621,68,0.5555555555555556,0
"Jun 22, 2022",@ Chi White Sox,REG,W,9-5,-120,O,9.0,TOR,2022,20220622,69,0.5454545454545454,0
"Jun 24, 2022",@ Milwaukee,REG,W,9-4,-140,O,8.5,TOR,2022,20220624,70,0.5833333333333333,0
"Jun 25, 2022",@ Milwaukee,REG,L,5-4,165,O,8.0,TOR,2022,20220625,71,0.37735849056603776,0
"Jun 26, 2022",@ Milwaukee,REG,L,10-3,-150,O,9.5,TOR,2022,20220626,72,0.6,0
"Jun 27, 2022",vs Boston,REG,W,7-2,-200,U,9.5,TOR,2022,20220627,73,0.6666666666666667,0
"Jun 28, 2022",vs Boston,REG,W,6-5,-135,O,9.0,TOR,2022,20220628,74,0.574468085106383,0
"Jun 29, 2022",vs Boston,REG,L,6-5,-175,O,8.5,TOR,2022,20220629,75,0.6363636363636364,0
"Jun 30, 2022",vs Tampa Bay,REG,W,4-1,-140,U,9.5,TOR,2022,20220630,76,0.5833333333333333,0
"Jul 1, 2022",vs Tampa Bay,REG,W,9-2,-145,O,9.0,TOR,2022,20220701,77,0.5918367346938775,0
"Jul 2, 2022",vs Tampa Bay,REG,L,6-2,-145,O,7.0,TOR,2022,20220702,78,0.5918367346938775,1
"Jul 2, 2022",vs Tampa Bay,REG,L,11-5,-130,O,9.5,TOR,2022,20220702,79,0.5652173913043479,2
"Jul 3, 2022",vs Tampa Bay,REG,L,7-3,-130,O,8.5,TOR,2022,20220703,80,0.5652173913043479,0
"Jul 4, 2022",@ Oakland,REG,L,5-1,-290,U,7.5,TOR,2022,20220704,81,0.7435897435897436,0
"Jul 5, 2022",@ Oakland,REG,L,5-3,-175,U,8.5,TOR,2022,20220705,82,0.6363636363636364,0
"Jul 6, 2022",@ Oakland,REG,W,2-1,-200,U,8.5,TOR,2022,20220706,83,0.6666666666666667,0
"Jul 7, 2022",@ Seattle,REG,L,8-3,-115,O,9.0,TOR,2022,20220707,84,0.5348837209302326,0
"Jul 8, 2022",@ Seattle,REG,L,5-2,-110,U,8.5,TOR,2022,20220708,85,0.5238095238095238,0
