Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 7, 2022",@ Arizona,REG,L,4-2,-131,U,9.0,SDN,2022,20220407,1,0.5670995670995671,0
"Apr 8, 2022",@ Arizona,REG,W,3-0,-131,U,9.0,SDN,2022,20220408,2,0.5670995670995671,0
"Apr 9, 2022",@ Arizona,REG,W,5-2,-156,U,9.5,SDN,2022,20220409,3,0.609375,0
"Apr 10, 2022",@ Arizona,REG,W,10-5,-155,O,9.0,SDN,2022,20220410,4,0.607843137254902,0
"Apr 11, 2022",@ San Francisco,REG,W,4-2,139,U,8.5,SDN,2022,20220411,5,0.41841004184100417,0
"Apr 12, 2022",@ San Francisco,REG,L,13-2,105,O,7.5,SDN,2022,20220412,6,0.4878048780487805,0
"Apr 13, 2022",@ San Francisco,REG,L,2-1,103,U,7.0,SDN,2022,20220413,7,0.49261083743842365,0
"Apr 14, 2022",vs Atlanta,REG,W,12-1,-105,O,7.5,SDN,2022,20220414,8,0.5121951219512195,0
"Apr 15, 2022",vs Atlanta,REG,L,5-2,-107,U,8.5,SDN,2022,20220415,9,0.5169082125603865,0
"Apr 16, 2022",vs Atlanta,REG,L,5-2,-108,U,8.5,SDN,2022,20220416,10,0.5192307692307692,0
"Apr 17, 2022",vs Atlanta,REG,W,2-1,-130,U,8.0,SDN,2022,20220417,11,0.5652173913043479,0
"Apr 18, 2022",vs Cincinnati,REG,W,4-1,-183,U,7.5,SDN,2022,20220418,12,0.646643109540636,0
"Apr 19, 2022",vs Cincinnati,REG,W,6-2,-210,O,7.5,SDN,2022,20220419,13,0.6774193548387097,0
"Apr 20, 2022",vs Cincinnati,REG,W,6-0,-200,U,8.5,SDN,2022,20220420,14,0.6666666666666667,0
"Apr 22, 2022",vs LA Dodgers,REG,L,6-1,137,U,8.0,SDN,2022,20220422,15,0.4219409282700422,0
"Apr 23, 2022",vs LA Dodgers,REG,W,3-2,125,U,7.5,SDN,2022,20220423,16,0.4444444444444444,0
"Apr 24, 2022",vs LA Dodgers,REG,L,10-2,150,O,7.0,SDN,2022,20220424,17,0.4,0
"Apr 26, 2022",@ Cincinnati,REG,W,9-6,-175,O,8.0,SDN,2022,20220426,18,0.6363636363636364,0
"Apr 27, 2022",@ Cincinnati,REG,W,8-5,-175,O,8.5,SDN,2022,20220427,19,0.6363636363636364,0
"Apr 28, 2022",@ Cincinnati,REG,W,7-5,-101,O,8.0,SDN,2022,20220428,20,0.5024875621890548,0
"Apr 29, 2022",@ Pittsburgh,REG,W,7-3,-168,O,7.0,SDN,2022,20220429,21,0.6268656716417911,0
