Date,Opponent,Game,Result,Score,Line,OU,Total,team_source,season,date_numeric,game_no,prob_implied,dblheader_num
"Apr 1, 2021",@ LA Angels,REG,L,4-3,-118,U,8.0,CHA,2021,20210401,1,0.5412844036697247,0
"Apr 2, 2021",@ LA Angels,REG,W,12-8,107,O,8.5,CHA,2021,20210402,2,0.4830917874396135,0
"Apr 3, 2021",@ LA Angels,REG,L,5-3,-115,U,9.0,CHA,2021,20210403,3,0.5348837209302326,0
"Apr 4, 2021",@ LA Angels,REG,L,7-4,115,O,9.0,CHA,2021,20210404,4,0.46511627906976744,0
"Apr 5, 2021",@ Seattle,REG,W,6-0,-123,U,8.0,CHA,2021,20210405,5,0.5515695067264574,0
"Apr 6, 2021",@ Seattle,REG,W,10-4,-150,O,7.5,CHA,2021,20210406,6,0.6,0
"Apr 7, 2021",@ Seattle,REG,L,8-4,-143,O,8.0,CHA,2021,20210407,7,0.588477366255144,0
"Apr 8, 2021",vs Kansas City,REG,W,6-0,-167,U,8.0,CHA,2021,20210408,8,0.6254681647940075,0
"Apr 11, 2021",vs Kansas City,REG,L,4-3,-115,U,8.5,CHA,2021,20210411,9,0.5348837209302326,0
"Apr 12, 2021",vs Cleveland,REG,W,4-3,-120,U,8.0,CHA,2021,20210412,10,0.5454545454545454,0
"Apr 13, 2021",vs Cleveland,REG,L,2-0,-113,U,6.5,CHA,2021,20210413,11,0.5305164319248826,0
"Apr 14, 2021",vs Cleveland,REG,W,8-0,-110,O,7.5,CHA,2021,20210414,12,0.5238095238095238,0
"Apr 15, 2021",vs Cleveland,REG,L,4-2,-154,U,7.5,CHA,2021,20210415,13,0.6062992125984252,0
"Apr 17, 2021",@ Boston,REG,L,7-4,116,O,9.0,CHA,2021,20210417,14,0.46296296296296297,0
"Apr 18, 2021",@ Boston,REG,W,3-2,-110,U,7.0,CHA,2021,20210418,15,0.5238095238095238,1
"Apr 18, 2021",@ Boston,REG,W,5-1,-105,U,7.0,CHA,2021,20210418,16,0.5121951219512195,2
"Apr 19, 2021",@ Boston,REG,L,11-4,-115,O,7.5,CHA,2021,20210419,17,0.5348837209302326,0
"Apr 20, 2021",@ Cleveland,REG,W,8-5,-115,O,7.0,CHA,2021,20210420,18,0.5348837209302326,0
"Apr 23, 2021",vs Texas,REG,W,9-7,-137,O,8.0,CHA,2021,20210423,19,0.5780590717299579,0
"Apr 24, 2021",vs Texas,REG,W,2-1,-167,U,8.0,CHA,2021,20210424,20,0.6254681647940075,0
"Apr 25, 2021",vs Texas,REG,W,8-4,-185,O,7.5,CHA,2021,20210425,21,0.6491228070175439,0
"Apr 27, 2021",vs Detroit,REG,L,5-2,-240,U,8.0,CHA,2021,20210427,22,0.7058823529411764,0
